"DISTRITO","UNIDADE","TRIMESTRE","VALOR","ESPECIALIDADE","AREA"
"Centro","CS JOÃO PAULO","2016 Q2",6174,"Total",320
"Norte","CS JURERE","2016 Q2",5378,"Total",390
"Sul","CS LAGOA DA CONCEIÇÃO","2016 Q2",4880,"Total",470
"Continente","CS MONTE CRISTO","2016 Q2",4845,"Total",40
"Centro","CS MONTE SERRAT","2016 Q2",5125,"Total",120
"Sul","CS MORRO DAS PEDRAS","2016 Q2",3726,"Total",250
"Continente","CS NOVO CONTINENTE","2016 Q2",5419,"Total",100
"Centro","CS PANTANAL","2016 Q2",4920,"Total",160
"Sul","CS PANTANO DO SUL","2016 Q2",5216,"Total",230
"Norte","CS PONTA DAS CANAS","2016 Q2",4773,"Total",370
"Centro","CS PRAINHA","2016 Q2",4454,"Total",130
"Norte","CS RATONES","2016 Q2",3533,"Total",350
"Sul","CS RIBEIRÃO DA ILHA","2016 Q2",3901,"Total",220
"Sul","CS RIO TAVARES","2016 Q2",4733,"Total",290
"Norte","CS RIO VERMELHO","2016 Q2",6659,"Total",420
"Centro","CS SACO DOS LIMÕES","2016 Q2",3080,"Total",310
"Norte","CS SACO GRANDE","2016 Q2",5308,"Total",330
"Norte","CS SANTINHO","2016 Q2",4966,"Total",980
"Norte","CS SANTO ANTONIO LISBOA","2016 Q2",5178,"Total",360
"Continente","CS SAPE","2016 Q2",3106,"Total",30
"Sul","CS TAPERA","2016 Q2",6166,"Total",260
"Centro","CS TRINDADE","2016 Q2",3701,"Total",850
"Norte","CS VARGEM GRANDE","2016 Q2",6368,"Total",410
"Norte","CS VARGEM PEQUENA","2016 Q2",2904,"Total",340
"Continente","CS VILA APARECIDA","2016 Q2",2587,"Total",90
"Continente","CS ABRAÃO","2016 Q2",3081,"Total",571
"Centro","CS AGRONÔMICA","2016 Q2",3693,"Total",691
"Sul","CS ARMAÇÃO","2016 Q2",4073,"Total",241
"Continente","CS BALNEÁRIO","2016 Q2",4141,"Total",21
"Norte","CS BARRA DA LAGOA","2016 Q2",5316,"Total",441
"Norte","CS CACHOEIRA BOM JESUS","2016 Q2",4323,"Total",401
"Sul","CS CAMPECHE","2016 Q2",4787,"Total",281
"Norte","CS CANASVIEIRAS","2016 Q2",3911,"Total",381
"Continente","CS CAPOEIRAS","2016 Q2",3344,"Total",61
"Sul","CS CARIANOS","2016 Q2",6397,"Total",271
"Centro","CS CENTRO","2016 Q2",2898,"Total",951
"Continente","CS COLONINHA","2016 Q2",3993,"Total",71
"Continente","CS COQUEIROS","2016 Q2",4436,"Total",601
"Centro","CS CÓRREGO GRANDE","2016 Q2",3655,"Total",171
"Sul","CS COSTEIRA DO PIRAJUBAÉ","2016 Q2",6853,"Total",301
"Continente","CS ESTREITO","2016 Q2",4102,"Total",81
"Sul","CS FAZENDA DO RIO TAVARES","2016 Q2",5695,"Total",781
"Norte","CS INGLESES","2016 Q2",4507,"Total",431
"Centro","CS ITACORUBI","2016 Q2",5123,"Total",191
"Continente","CS JARDIM ATLÂNTICO","2016 Q2",2299,"Total",11
"Centro","CS JOÃO PAULO","2016 Q2",4262,"Total",321
"Sul","CS LAGOA DA CONCEIÇÃO","2016 Q2",4234,"Total",471
"Continente","CS MONTE CRISTO","2016 Q2",5517,"Total",41
"Centro","CS MONTE SERRAT","2016 Q2",3172,"Total",121
"Sul","CS MORRO DAS PEDRAS","2016 Q2",5017,"Total",251
"Continente","CS NOVO CONTINENTE","2016 Q2",3471,"Total",101
"Centro","CS PANTANAL","2016 Q2",3441,"Total",161
"Norte","CS PONTA DAS CANAS","2016 Q2",2036,"Total",371
"Centro","CS PRAINHA","2016 Q2",3908,"Total",131
"Norte","CS RATONES","2016 Q2",1910,"Total",351
"Sul","CS RIO TAVARES","2016 Q2",3823,"Total",291
"Norte","CS RIO VERMELHO","2016 Q2",5598,"Total",421
"Centro","CS SACO DOS LIMÕES","2016 Q2",4340,"Total",311
"Norte","CS SACO GRANDE","2016 Q2",5843,"Total",331
"Norte","CS SANTINHO","2016 Q2",5475,"Total",981
"Norte","CS SANTO ANTONIO LISBOA","2016 Q2",5424,"Total",361
"Continente","CS SAPE","2016 Q2",3115,"Total",31
"Sul","CS TAPERA","2016 Q2",4925,"Total",261
"Centro","CS TRINDADE","2016 Q2",3522,"Total",851
"Norte","CS VARGEM GRANDE","2016 Q2",13,"Total",NA
"Continente","CS VILA APARECIDA","2016 Q2",1886,"Total",91
"Continente","CS ABRAÃO","2016 Q2",2481,"Total",572
"Centro","CS AGRONÔMICA","2016 Q2",4098,"Total",692
"Sul","CS ARMAÇÃO","2016 Q2",943,"Total",242
"Norte","CS BARRA DA LAGOA","2016 Q2",1494,"Total",442
"Norte","CS CANASVIEIRAS","2016 Q2",4205,"Total",382
"Continente","CS CAPOEIRAS","2016 Q2",3713,"Total",62
"Sul","CS CARIANOS","2016 Q2",590,"Total",272
"Centro","CS CENTRO","2016 Q2",3382,"Total",952
"Continente","CS COLONINHA","2016 Q2",3980,"Total",72
"Continente","CS COQUEIROS","2016 Q2",4674,"Total",602
"Centro","CS CÓRREGO GRANDE","2016 Q2",1672,"Total",172
"Sul","CS COSTEIRA DO PIRAJUBAÉ","2016 Q2",4947,"Total",302
"Continente","CS ESTREITO","2016 Q2",3879,"Total",82
"Norte","CS INGLESES","2016 Q2",6428,"Total",432
"Centro","CS ITACORUBI","2016 Q2",3787,"Total",192
"Sul","CS LAGOA DA CONCEIÇÃO","2016 Q2",4687,"Total",472
"Continente","CS MONTE CRISTO","2016 Q2",2974,"Total",42
"Centro","CS MONTE SERRAT","2016 Q2",4862,"Total",122
"Continente","CS NOVO CONTINENTE","2016 Q2",4748,"Total",102
"Centro","CS PRAINHA","2016 Q2",4623,"Total",132
"Sul","CS RIO TAVARES","2016 Q2",1564,"Total",292
"Norte","CS RIO VERMELHO","2016 Q2",3788,"Total",422
"Centro","CS SACO DOS LIMÕES","2016 Q2",5405,"Total",312
"Norte","CS SACO GRANDE","2016 Q2",5803,"Total",332
"Sul","CS TAPERA","2016 Q2",5816,"Total",262
"Centro","CS TRINDADE","2016 Q2",4043,"Total",852
"Centro","CS AGRONÔMICA","2016 Q2",4127,"Total",693
"Norte","CS CANASVIEIRAS","2016 Q2",3609,"Total",383
"Continente","CS ESTREITO","2016 Q2",4438,"Total",83
"Norte","CS INGLESES","2016 Q2",5410,"Total",433
"Centro","CS ITACORUBI","2016 Q2",2798,"Total",193
"Continente","CS MONTE CRISTO","2016 Q2",3898,"Total",43
"Sul","CS RIO TAVARES","2016 Q2",961,"Total",293
"Norte","CS RIO VERMELHO","2016 Q2",5269,"Total",423
"Centro","CS SACO DOS LIMÕES","2016 Q2",897,"Total",313
"Norte","CS SACO GRANDE","2016 Q2",4720,"Total",333
"Sul","CS TAPERA","2016 Q2",5410,"Total",263
"Centro","CS TRINDADE","2016 Q2",4021,"Total",853
"Centro","CS SACO DOS LIMÕES","2016 Q2",33,"Total",NA
"Norte","CS CANASVIEIRAS","2016 Q2",3915,"Total",384
"Norte","CS INGLESES","2016 Q2",4172,"Total",434
"Continente","CS MONTE CRISTO","2016 Q2",5897,"Total",44
"Norte","CS RIO VERMELHO","2016 Q2",3558,"Total",424
"Centro","CS SACO DOS LIMÕES","2016 Q2",616,"Total",314
"Norte","CS SACO GRANDE","2016 Q2",4891,"Total",334
"Centro","CS TRINDADE","2016 Q2",2888,"Total",854
"Norte","CS INGLESES","2016 Q2",6367,"Total",435
"Continente","CS MONTE CRISTO","2016 Q2",4159,"Total",45
"Norte","CS SACO GRANDE","2016 Q2",4848,"Total",335
"Centro","CS TRINDADE","2016 Q2",550,"Total",NA
"Norte","CS INGLESES","2016 Q2",6393,"Total",436
"Continente","CS MONTE CRISTO","2016 Q2",1332,"Total",46
"Norte","CS INGLESES","2016 Q2",1621,"Total",437
"Norte","CS INGLESES","2016 Q2",1381,"Total",438
"Continente","CS ABRAÃO","2016 Q3",3733,"Total",570
"Centro","CS AGRONÔMICA","2016 Q3",4976,"Total",690
"Sul","CS ALTO RIBEIRÃO","2016 Q3",6801,"Total",210
"Sul","CS ARMAÇÃO","2016 Q3",5284,"Total",240
"Continente","CS BALNEÁRIO","2016 Q3",3634,"Total",20
"Norte","CS BARRA DA LAGOA","2016 Q3",4204,"Total",440
"Norte","CS CACHOEIRA BOM JESUS","2016 Q3",6190,"Total",400
"Sul","CS CAIEIRA BARRA DO SUL","2016 Q3",3586,"Total",200
"Sul","CS CAMPECHE","2016 Q3",5142,"Total",280
"Norte","CS CANASVIEIRAS","2016 Q3",3826,"Total",380
"Sul","CS CANTO DA LAGOA","2016 Q3",2777,"Total",450
"Continente","CS CAPOEIRAS","2016 Q3",4170,"Total",60
"Sul","CS CARIANOS","2016 Q3",4473,"Total",270
"Centro","CS CENTRO","2016 Q3",5445,"Total",950
"Continente","CS COLONINHA","2016 Q3",3632,"Total",70
"Continente","CS COQUEIROS","2016 Q3",3524,"Total",600
"Centro","CS CÓRREGO GRANDE","2016 Q3",3923,"Total",170
"Sul","CS COSTA DA LAGOA","2016 Q3",2137,"Total",460
"Sul","CS COSTEIRA DO PIRAJUBAÉ","2016 Q3",5800,"Total",300
"Continente","CS ESTREITO","2016 Q3",3874,"Total",80
"Sul","CS FAZENDA DO RIO TAVARES","2016 Q3",3973,"Total",780
"Centro","CS ITACORUBI","2016 Q3",4381,"Total",190
"Continente","CS JARDIM ATLÂNTICO","2016 Q3",2930,"Total",10
"Centro","CS JOÃO PAULO","2016 Q3",5982,"Total",320
"Norte","CS JURERE","2016 Q3",5103,"Total",390
"Sul","CS LAGOA DA CONCEIÇÃO","2016 Q3",4036,"Total",470
"Continente","CS MONTE CRISTO","2016 Q3",4919,"Total",40
"Centro","CS MONTE SERRAT","2016 Q3",4941,"Total",120
"Sul","CS MORRO DAS PEDRAS","2016 Q3",3591,"Total",250
"Continente","CS NOVO CONTINENTE","2016 Q3",5117,"Total",100
"Centro","CS PANTANAL","2016 Q3",4502,"Total",160
"Sul","CS PANTANO DO SUL","2016 Q3",5222,"Total",230
"Norte","CS PONTA DAS CANAS","2016 Q3",4930,"Total",370
"Centro","CS PRAINHA","2016 Q3",4315,"Total",130
"Norte","CS RATONES","2016 Q3",3866,"Total",350
"Sul","CS RIBEIRÃO DA ILHA","2016 Q3",3768,"Total",220
"Sul","CS RIO TAVARES","2016 Q3",4306,"Total",290
"Norte","CS RIO VERMELHO","2016 Q3",7037,"Total",420
"Centro","CS SACO DOS LIMÕES","2016 Q3",2903,"Total",310
"Norte","CS SACO GRANDE","2016 Q3",5187,"Total",330
"Norte","CS SANTINHO","2016 Q3",4556,"Total",980
"Norte","CS SANTO ANTONIO LISBOA","2016 Q3",4426,"Total",360
"Continente","CS SAPE","2016 Q3",3304,"Total",30
"Sul","CS TAPERA","2016 Q3",5786,"Total",260
"Centro","CS TRINDADE","2016 Q3",3502,"Total",850
"Norte","CS VARGEM GRANDE","2016 Q3",5334,"Total",410
"Norte","CS VARGEM PEQUENA","2016 Q3",3230,"Total",340
"Continente","CS VILA APARECIDA","2016 Q3",2644,"Total",90
"Continente","CS ABRAÃO","2016 Q3",3105,"Total",571
"Centro","CS AGRONÔMICA","2016 Q3",3342,"Total",691
"Sul","CS ARMAÇÃO","2016 Q3",3989,"Total",241
"Continente","CS BALNEÁRIO","2016 Q3",3702,"Total",21
"Norte","CS BARRA DA LAGOA","2016 Q3",4839,"Total",441
"Norte","CS CACHOEIRA BOM JESUS","2016 Q3",4260,"Total",401
"Sul","CS CAMPECHE","2016 Q3",4373,"Total",281
"Norte","CS CANASVIEIRAS","2016 Q3",4492,"Total",381
"Continente","CS CAPOEIRAS","2016 Q3",3499,"Total",61
"Sul","CS CARIANOS","2016 Q3",5678,"Total",271
"Centro","CS CENTRO","2016 Q3",2573,"Total",951
"Continente","CS COLONINHA","2016 Q3",3440,"Total",71
"Continente","CS COQUEIROS","2016 Q3",3943,"Total",601
"Centro","CS CÓRREGO GRANDE","2016 Q3",3630,"Total",171
"Sul","CS COSTEIRA DO PIRAJUBAÉ","2016 Q3",6831,"Total",301
"Continente","CS ESTREITO","2016 Q3",3438,"Total",81
"Sul","CS FAZENDA DO RIO TAVARES","2016 Q3",5544,"Total",781
"Norte","CS INGLESES","2016 Q3",4428,"Total",431
"Centro","CS ITACORUBI","2016 Q3",5155,"Total",191
"Continente","CS JARDIM ATLÂNTICO","2016 Q3",2438,"Total",11
"Centro","CS JOÃO PAULO","2016 Q3",3750,"Total",321
"Sul","CS LAGOA DA CONCEIÇÃO","2016 Q3",3593,"Total",471
"Continente","CS MONTE CRISTO","2016 Q3",5181,"Total",41
"Centro","CS MONTE SERRAT","2016 Q3",3247,"Total",121
"Sul","CS MORRO DAS PEDRAS","2016 Q3",5350,"Total",251
"Continente","CS NOVO CONTINENTE","2016 Q3",2866,"Total",101
"Centro","CS PANTANAL","2016 Q3",3315,"Total",161
"Norte","CS PONTA DAS CANAS","2016 Q3",1998,"Total",371
"Centro","CS PRAINHA","2016 Q3",3544,"Total",131
"Norte","CS RATONES","2016 Q3",1913,"Total",351
"Sul","CS RIO TAVARES","2016 Q3",3536,"Total",291
"Norte","CS RIO VERMELHO","2016 Q3",5870,"Total",421
"Centro","CS SACO DOS LIMÕES","2016 Q3",4324,"Total",311
"Norte","CS SACO GRANDE","2016 Q3",6013,"Total",331
"Norte","CS SANTINHO","2016 Q3",4828,"Total",981
"Norte","CS SANTO ANTONIO LISBOA","2016 Q3",5145,"Total",361
"Continente","CS SAPE","2016 Q3",3328,"Total",31
"Sul","CS TAPERA","2016 Q3",4697,"Total",261
"Centro","CS TRINDADE","2016 Q3",3667,"Total",851
"Norte","CS VARGEM GRANDE","2016 Q3",7,"Total",NA
"Continente","CS VILA APARECIDA","2016 Q3",1955,"Total",91
"Continente","CS ABRAÃO","2016 Q3",2386,"Total",572
"Centro","CS AGRONÔMICA","2016 Q3",4182,"Total",692
"Sul","CS ARMAÇÃO","2016 Q3",884,"Total",242
"Norte","CS BARRA DA LAGOA","2016 Q3",1306,"Total",442
"Norte","CS CANASVIEIRAS","2016 Q3",4480,"Total",382
"Continente","CS CAPOEIRAS","2016 Q3",3691,"Total",62
"Sul","CS CARIANOS","2016 Q3",611,"Total",272
"Centro","CS CENTRO","2016 Q3",3249,"Total",952
"Continente","CS COLONINHA","2016 Q3",3403,"Total",72
"Continente","CS COQUEIROS","2016 Q3",4167,"Total",602
"Centro","CS CÓRREGO GRANDE","2016 Q3",1534,"Total",172
"Sul","CS COSTEIRA DO PIRAJUBAÉ","2016 Q3",4743,"Total",302
"Continente","CS ESTREITO","2016 Q3",3574,"Total",82
"Norte","CS INGLESES","2016 Q3",5967,"Total",432
"Centro","CS ITACORUBI","2016 Q3",4273,"Total",192
"Sul","CS LAGOA DA CONCEIÇÃO","2016 Q3",3798,"Total",472
"Continente","CS MONTE CRISTO","2016 Q3",2591,"Total",42
"Centro","CS MONTE SERRAT","2016 Q3",4749,"Total",122
"Continente","CS NOVO CONTINENTE","2016 Q3",4114,"Total",102
"Centro","CS PRAINHA","2016 Q3",4421,"Total",132
"Sul","CS RIO TAVARES","2016 Q3",1472,"Total",292
"Norte","CS RIO VERMELHO","2016 Q3",4048,"Total",422
"Centro","CS SACO DOS LIMÕES","2016 Q3",5486,"Total",312
"Norte","CS SACO GRANDE","2016 Q3",5085,"Total",332
"Sul","CS TAPERA","2016 Q3",5513,"Total",262
"Centro","CS TRINDADE","2016 Q3",3865,"Total",852
"Centro","CS AGRONÔMICA","2016 Q3",4096,"Total",693
"Norte","CS CANASVIEIRAS","2016 Q3",3455,"Total",383
"Continente","CS ESTREITO","2016 Q3",4038,"Total",83
"Norte","CS INGLESES","2016 Q3",5138,"Total",433
"Centro","CS ITACORUBI","2016 Q3",3093,"Total",193
"Continente","CS MONTE CRISTO","2016 Q3",3952,"Total",43
"Sul","CS RIO TAVARES","2016 Q3",787,"Total",293
"Norte","CS RIO VERMELHO","2016 Q3",5231,"Total",423
"Centro","CS SACO DOS LIMÕES","2016 Q3",920,"Total",313
"Norte","CS SACO GRANDE","2016 Q3",4542,"Total",333
"Sul","CS TAPERA","2016 Q3",5157,"Total",263
"Centro","CS TRINDADE","2016 Q3",3431,"Total",853
"Centro","CS SACO DOS LIMÕES","2016 Q3",28,"Total",NA
"Norte","CS CANASVIEIRAS","2016 Q3",4534,"Total",384
"Norte","CS INGLESES","2016 Q3",4088,"Total",434
"Continente","CS MONTE CRISTO","2016 Q3",5486,"Total",44
"Norte","CS RIO VERMELHO","2016 Q3",3503,"Total",424
"Centro","CS SACO DOS LIMÕES","2016 Q3",605,"Total",314
"Norte","CS SACO GRANDE","2016 Q3",4703,"Total",334
"Centro","CS TRINDADE","2016 Q3",2649,"Total",854
"Norte","CS INGLESES","2016 Q3",6433,"Total",435
"Continente","CS MONTE CRISTO","2016 Q3",4173,"Total",45
"Norte","CS SACO GRANDE","2016 Q3",4427,"Total",335
"Centro","CS TRINDADE","2016 Q3",546,"Total",NA
"Norte","CS INGLESES","2016 Q3",5938,"Total",436
"Continente","CS MONTE CRISTO","2016 Q3",1360,"Total",46
"Norte","CS INGLESES","2016 Q3",1711,"Total",437
"Norte","CS INGLESES","2016 Q3",1371,"Total",438
"Continente","CS ABRAÃO","2016 Q4",3492,"Total",570
"Centro","CS AGRONÔMICA","2016 Q4",4779,"Total",690
"Sul","CS ALTO RIBEIRÃO","2016 Q4",6652,"Total",210
"Sul","CS ARMAÇÃO","2016 Q4",4705,"Total",240
"Continente","CS BALNEÁRIO","2016 Q4",3482,"Total",20
"Norte","CS BARRA DA LAGOA","2016 Q4",3772,"Total",440
"Norte","CS CACHOEIRA BOM JESUS","2016 Q4",5396,"Total",400
"Sul","CS CAIEIRA BARRA DO SUL","2016 Q4",2787,"Total",200
"Sul","CS CAMPECHE","2016 Q4",5120,"Total",280
"Norte","CS CANASVIEIRAS","2016 Q4",4127,"Total",380
"Sul","CS CANTO DA LAGOA","2016 Q4",2655,"Total",450
"Continente","CS CAPOEIRAS","2016 Q4",4009,"Total",60
"Sul","CS CARIANOS","2016 Q4",4475,"Total",270
"Centro","CS CENTRO","2016 Q4",5112,"Total",950
"Continente","CS COLONINHA","2016 Q4",3611,"Total",70
"Continente","CS COQUEIROS","2016 Q4",3420,"Total",600
"Centro","CS CÓRREGO GRANDE","2016 Q4",3642,"Total",170
"Sul","CS COSTA DA LAGOA","2016 Q4",1714,"Total",460
"Sul","CS COSTEIRA DO PIRAJUBAÉ","2016 Q4",4944,"Total",300
"Continente","CS ESTREITO","2016 Q4",3852,"Total",80
"Sul","CS FAZENDA DO RIO TAVARES","2016 Q4",4025,"Total",780
"Centro","CS ITACORUBI","2016 Q4",3922,"Total",190
"Continente","CS JARDIM ATLÂNTICO","2016 Q4",2603,"Total",10
"Centro","CS JOÃO PAULO","2016 Q4",5114,"Total",320
"Norte","CS JURERE","2016 Q4",5073,"Total",390
"Sul","CS LAGOA DA CONCEIÇÃO","2016 Q4",3986,"Total",470
"Continente","CS MONTE CRISTO","2016 Q4",4435,"Total",40
"Centro","CS MONTE SERRAT","2016 Q4",4315,"Total",120
"Sul","CS MORRO DAS PEDRAS","2016 Q4",3278,"Total",250
"Continente","CS NOVO CONTINENTE","2016 Q4",5201,"Total",100
"Centro","CS PANTANAL","2016 Q4",4376,"Total",160
"Sul","CS PANTANO DO SUL","2016 Q4",3779,"Total",230
"Norte","CS PONTA DAS CANAS","2016 Q4",4732,"Total",370
"Centro","CS PRAINHA","2016 Q4",3678,"Total",130
"Norte","CS RATONES","2016 Q4",3167,"Total",350
"Sul","CS RIBEIRÃO DA ILHA","2016 Q4",2982,"Total",220
"Sul","CS RIO TAVARES","2016 Q4",4060,"Total",290
"Norte","CS RIO VERMELHO","2016 Q4",6244,"Total",420
"Centro","CS SACO DOS LIMÕES","2016 Q4",2706,"Total",310
"Norte","CS SACO GRANDE","2016 Q4",4687,"Total",330
"Norte","CS SANTINHO","2016 Q4",4701,"Total",980
"Norte","CS SANTO ANTONIO LISBOA","2016 Q4",4421,"Total",360
"Continente","CS SAPE","2016 Q4",3219,"Total",30
"Sul","CS TAPERA","2016 Q4",5626,"Total",260
"Centro","CS TRINDADE","2016 Q4",3381,"Total",850
"Norte","CS VARGEM GRANDE","2016 Q4",5483,"Total",410
"Norte","CS VARGEM PEQUENA","2016 Q4",2685,"Total",340
"Continente","CS VILA APARECIDA","2016 Q4",2498,"Total",90
"Continente","CS ABRAÃO","2016 Q4",2631,"Total",571
"Centro","CS AGRONÔMICA","2016 Q4",3433,"Total",691
"Sul","CS ARMAÇÃO","2016 Q4",3596,"Total",241
"Continente","CS BALNEÁRIO","2016 Q4",3819,"Total",21
"Norte","CS BARRA DA LAGOA","2016 Q4",3792,"Total",441
"Norte","CS CACHOEIRA BOM JESUS","2016 Q4",3790,"Total",401
"Sul","CS CAMPECHE","2016 Q4",4454,"Total",281
"Norte","CS CANASVIEIRAS","2016 Q4",4548,"Total",381
"Continente","CS CAPOEIRAS","2016 Q4",3063,"Total",61
"Sul","CS CARIANOS","2016 Q4",5572,"Total",271
"Centro","CS CENTRO","2016 Q4",2357,"Total",951
"Continente","CS COLONINHA","2016 Q4",3630,"Total",71
"Continente","CS COQUEIROS","2016 Q4",3987,"Total",601
"Centro","CS CÓRREGO GRANDE","2016 Q4",3215,"Total",171
"Sul","CS COSTEIRA DO PIRAJUBAÉ","2016 Q4",5557,"Total",301
"Continente","CS ESTREITO","2016 Q4",3631,"Total",81
"Sul","CS FAZENDA DO RIO TAVARES","2016 Q4",5043,"Total",781
"Norte","CS INGLESES","2016 Q4",3955,"Total",431
"Centro","CS ITACORUBI","2016 Q4",4903,"Total",191
"Continente","CS JARDIM ATLÂNTICO","2016 Q4",2352,"Total",11
"Centro","CS JOÃO PAULO","2016 Q4",3349,"Total",321
"Sul","CS LAGOA DA CONCEIÇÃO","2016 Q4",3097,"Total",471
"Continente","CS MONTE CRISTO","2016 Q4",4418,"Total",41
"Centro","CS MONTE SERRAT","2016 Q4",2838,"Total",121
"Sul","CS MORRO DAS PEDRAS","2016 Q4",4448,"Total",251
"Continente","CS NOVO CONTINENTE","2016 Q4",2907,"Total",101
"Centro","CS PANTANAL","2016 Q4",3110,"Total",161
"Norte","CS PONTA DAS CANAS","2016 Q4",1863,"Total",371
"Centro","CS PRAINHA","2016 Q4",3013,"Total",131
"Norte","CS RATONES","2016 Q4",1775,"Total",351
"Sul","CS RIO TAVARES","2016 Q4",3098,"Total",291
"Norte","CS RIO VERMELHO","2016 Q4",5270,"Total",421
"Centro","CS SACO DOS LIMÕES","2016 Q4",4060,"Total",311
"Norte","CS SACO GRANDE","2016 Q4",5576,"Total",331
"Norte","CS SANTINHO","2016 Q4",5134,"Total",981
"Norte","CS SANTO ANTONIO LISBOA","2016 Q4",4465,"Total",361
"Continente","CS SAPE","2016 Q4",3143,"Total",31
"Sul","CS TAPERA","2016 Q4",4338,"Total",261
"Centro","CS TRINDADE","2016 Q4",3053,"Total",851
"Norte","CS VARGEM GRANDE","2016 Q4",8,"Total",NA
"Continente","CS VILA APARECIDA","2016 Q4",1660,"Total",91
"Continente","CS ABRAÃO","2016 Q4",2172,"Total",572
"Centro","CS AGRONÔMICA","2016 Q4",3859,"Total",692
"Sul","CS ARMAÇÃO","2016 Q4",798,"Total",242
"Norte","CS BARRA DA LAGOA","2016 Q4",1228,"Total",442
"Norte","CS CANASVIEIRAS","2016 Q4",4582,"Total",382
"Continente","CS CAPOEIRAS","2016 Q4",3043,"Total",62
"Sul","CS CARIANOS","2016 Q4",537,"Total",272
"Centro","CS CENTRO","2016 Q4",3034,"Total",952
"Continente","CS COLONINHA","2016 Q4",3317,"Total",72
"Continente","CS COQUEIROS","2016 Q4",4224,"Total",602
"Centro","CS CÓRREGO GRANDE","2016 Q4",1334,"Total",172
"Sul","CS COSTEIRA DO PIRAJUBAÉ","2016 Q4",4161,"Total",302
"Continente","CS ESTREITO","2016 Q4",3433,"Total",82
"Norte","CS INGLESES","2016 Q4",5592,"Total",432
"Centro","CS ITACORUBI","2016 Q4",3837,"Total",192
"Sul","CS LAGOA DA CONCEIÇÃO","2016 Q4",3699,"Total",472
"Continente","CS MONTE CRISTO","2016 Q4",2415,"Total",42
"Centro","CS MONTE SERRAT","2016 Q4",4087,"Total",122
"Continente","CS NOVO CONTINENTE","2016 Q4",3955,"Total",102
"Centro","CS PRAINHA","2016 Q4",3759,"Total",132
"Sul","CS RIO TAVARES","2016 Q4",1352,"Total",292
"Norte","CS RIO VERMELHO","2016 Q4",3714,"Total",422
"Centro","CS SACO DOS LIMÕES","2016 Q4",4736,"Total",312
"Norte","CS SACO GRANDE","2016 Q4",4388,"Total",332
"Sul","CS TAPERA","2016 Q4",4742,"Total",262
"Centro","CS TRINDADE","2016 Q4",3447,"Total",852
"Centro","CS AGRONÔMICA","2016 Q4",4540,"Total",693
"Norte","CS CANASVIEIRAS","2016 Q4",3553,"Total",383
"Continente","CS ESTREITO","2016 Q4",3526,"Total",83
"Norte","CS INGLESES","2016 Q4",4901,"Total",433
"Centro","CS ITACORUBI","2016 Q4",2793,"Total",193
"Continente","CS MONTE CRISTO","2016 Q4",3586,"Total",43
"Sul","CS RIO TAVARES","2016 Q4",702,"Total",293
"Norte","CS RIO VERMELHO","2016 Q4",4731,"Total",423
"Centro","CS SACO DOS LIMÕES","2016 Q4",941,"Total",313
"Norte","CS SACO GRANDE","2016 Q4",4354,"Total",333
"Sul","CS TAPERA","2016 Q4",4241,"Total",263
"Centro","CS TRINDADE","2016 Q4",3372,"Total",853
"Centro","CS SACO DOS LIMÕES","2016 Q4",31,"Total",NA
"Norte","CS CANASVIEIRAS","2016 Q4",4153,"Total",384
"Norte","CS INGLESES","2016 Q4",3761,"Total",434
"Continente","CS MONTE CRISTO","2016 Q4",4791,"Total",44
"Norte","CS RIO VERMELHO","2016 Q4",3009,"Total",424
"Centro","CS SACO DOS LIMÕES","2016 Q4",648,"Total",314
"Norte","CS SACO GRANDE","2016 Q4",4079,"Total",334
"Centro","CS TRINDADE","2016 Q4",2387,"Total",854
"Norte","CS INGLESES","2016 Q4",5863,"Total",435
"Continente","CS MONTE CRISTO","2016 Q4",3528,"Total",45
"Norte","CS SACO GRANDE","2016 Q4",4255,"Total",335
"Centro","CS TRINDADE","2016 Q4",544,"Total",NA
"Norte","CS INGLESES","2016 Q4",5246,"Total",436
"Continente","CS MONTE CRISTO","2016 Q4",1354,"Total",46
"Norte","CS INGLESES","2016 Q4",1525,"Total",437
"Norte","CS INGLESES","2016 Q4",1269,"Total",438
"Continente","CS ABRAÃO","2017 Q1",2530,"Total",570
"Centro","CS AGRONÔMICA","2017 Q1",3056,"Total",690
"Sul","CS ALTO RIBEIRÃO","2017 Q1",4815,"Total",210
"Sul","CS ARMAÇÃO","2017 Q1",3742,"Total",240
"Continente","CS BALNEÁRIO","2017 Q1",2615,"Total",20
"Norte","CS BARRA DA LAGOA","2017 Q1",2104,"Total",440
"Norte","CS CACHOEIRA BOM JESUS","2017 Q1",3855,"Total",400
"Sul","CS CAIEIRA BARRA DO SUL","2017 Q1",1809,"Total",200
"Sul","CS CAMPECHE","2017 Q1",3765,"Total",280
"Norte","CS CANASVIEIRAS","2017 Q1",2562,"Total",380
"Sul","CS CANTO DA LAGOA","2017 Q1",1581,"Total",450
"Continente","CS CAPOEIRAS","2017 Q1",2786,"Total",60
"Sul","CS CARIANOS","2017 Q1",2967,"Total",270
"Centro","CS CENTRO","2017 Q1",3395,"Total",950
"Continente","CS COLONINHA","2017 Q1",2431,"Total",70
"Continente","CS COQUEIROS","2017 Q1",2360,"Total",600
"Centro","CS CÓRREGO GRANDE","2017 Q1",2516,"Total",170
