"DISTRITO","UNIDADE","TRIMESTRE","ESPECIALIDADE","VALOR"
"Norte","CS CANASVIEIRAS","2016 Q4","Odontólogo",496
"Sul","CS CANTO DA LAGOA","2016 Q4","Odontólogo",74
"Continente","CS CAPOEIRAS","2016 Q4","Odontólogo",329
"Sul","CS CARIANOS","2016 Q4","Odontólogo",458
"Centro","CS CENTRO","2016 Q4","Odontólogo",242
"Continente","CS COLONINHA","2016 Q4","Odontólogo",427
"Continente","CS COQUEIROS","2016 Q4","Odontólogo",345
"Centro","CS CÓRREGO GRANDE","2016 Q4","Odontólogo",236
"Sul","CS COSTA DA LAGOA","2016 Q4","Odontólogo",17
"Sul","CS COSTEIRA DO PIRAJUBAÉ","2016 Q4","Odontólogo",404
"Continente","CS ESTREITO","2016 Q4","Odontólogo",597
"Sul","CS FAZENDA DO RIO TAVARES","2016 Q4","Odontólogo",346
"Norte","CS INGLESES","2016 Q4","Odontólogo",907
"Centro","CS ITACORUBI","2016 Q4","Odontólogo",694
"Continente","CS JARDIM ATLÂNTICO","2016 Q4","Odontólogo",132
"Centro","CS JOÃO PAULO","2016 Q4","Odontólogo",331
"Norte","CS JURERE","2016 Q4","Odontólogo",127
"Sul","CS LAGOA DA CONCEIÇÃO","2016 Q4","Odontólogo",239
"Continente","CS MONTE CRISTO","2016 Q4","Odontólogo",732
"Centro","CS MONTE SERRAT","2016 Q4","Odontólogo",389
"Sul","CS MORRO DAS PEDRAS","2016 Q4","Odontólogo",277
"Continente","CS NOVO CONTINENTE","2016 Q4","Odontólogo",437
"Centro","CS PANTANAL","2016 Q4","Odontólogo",246
"Sul","CS PANTANO DO SUL","2016 Q4","Odontólogo",116
"Norte","CS PONTA DAS CANAS","2016 Q4","Odontólogo",254
"Centro","CS PRAINHA","2016 Q4","Odontólogo",344
"Norte","CS RATONES","2016 Q4","Odontólogo",141
"Sul","CS RIBEIRÃO DA ILHA","2016 Q4","Odontólogo",162
"Sul","CS RIO TAVARES","2016 Q4","Odontólogo",254
"Norte","CS RIO VERMELHO","2016 Q4","Odontólogo",715
"Centro","CS SACO DOS LIMÕES","2016 Q4","Odontólogo",279
"Norte","CS SACO GRANDE","2016 Q4","Odontólogo",532
"Norte","CS SANTINHO","2016 Q4","Odontólogo",232
"Norte","CS SANTO ANTONIO LISBOA","2016 Q4","Odontólogo",215
"Continente","CS SAPE","2016 Q4","Odontólogo",164
"Sul","CS TAPERA","2016 Q4","Odontólogo",503
"Centro","CS TRINDADE","2016 Q4","Odontólogo",404
"Norte","CS VARGEM GRANDE","2016 Q4","Odontólogo",220
"Norte","CS VARGEM PEQUENA","2016 Q4","Odontólogo",121
"Continente","CS VILA APARECIDA","2016 Q4","Odontólogo",233
"Continente","CS ABRAÃO","2017 Q1","Odontólogo",59
"Centro","CS AGRONÔMICA","2017 Q1","Odontólogo",358
"Sul","CS ALTO RIBEIRÃO","2017 Q1","Odontólogo",155
"Sul","CS ARMAÇÃO","2017 Q1","Odontólogo",202
"Continente","CS BALNEÁRIO","2017 Q1","Odontólogo",132
"Norte","CS BARRA DA LAGOA","2017 Q1","Odontólogo",235
"Norte","CS CACHOEIRA BOM JESUS","2017 Q1","Odontólogo",174
"Sul","CS CAIEIRA BARRA DO SUL","2017 Q1","Odontólogo",11
"Sul","CS CAMPECHE","2017 Q1","Odontólogo",154
"Norte","CS CANASVIEIRAS","2017 Q1","Odontólogo",148
"Sul","CS CANTO DA LAGOA","2017 Q1","Odontólogo",43
"Continente","CS CAPOEIRAS","2017 Q1","Odontólogo",200
"Sul","CS CARIANOS","2017 Q1","Odontólogo",237
"Centro","CS CENTRO","2017 Q1","Odontólogo",221
"Continente","CS COLONINHA","2017 Q1","Odontólogo",253
"Continente","CS COQUEIROS","2017 Q1","Odontólogo",209
"Centro","CS CÓRREGO GRANDE","2017 Q1","Odontólogo",132
"Sul","CS COSTA DA LAGOA","2017 Q1","Odontólogo",13
"Sul","CS COSTEIRA DO PIRAJUBAÉ","2017 Q1","Odontólogo",329
"Continente","CS ESTREITO","2017 Q1","Odontólogo",346
"Sul","CS FAZENDA DO RIO TAVARES","2017 Q1","Odontólogo",113
"Norte","CS INGLESES","2017 Q1","Odontólogo",621
"Centro","CS ITACORUBI","2017 Q1","Odontólogo",477
"Continente","CS JARDIM ATLÂNTICO","2017 Q1","Odontólogo",82
"Centro","CS JOÃO PAULO","2017 Q1","Odontólogo",191
"Norte","CS JURERE","2017 Q1","Odontólogo",71
"Sul","CS LAGOA DA CONCEIÇÃO","2017 Q1","Odontólogo",133
"Continente","CS MONTE CRISTO","2017 Q1","Odontólogo",419
"Centro","CS MONTE SERRAT","2017 Q1","Odontólogo",103
"Sul","CS MORRO DAS PEDRAS","2017 Q1","Odontólogo",158
"Continente","CS NOVO CONTINENTE","2017 Q1","Odontólogo",236
"Centro","CS PANTANAL","2017 Q1","Odontólogo",137
"Sul","CS PANTANO DO SUL","2017 Q1","Odontólogo",203
"Norte","CS PONTA DAS CANAS","2017 Q1","Odontólogo",55
"Centro","CS PRAINHA","2017 Q1","Odontólogo",290
"Norte","CS RATONES","2017 Q1","Odontólogo",147
"Sul","CS RIBEIRÃO DA ILHA","2017 Q1","Odontólogo",104
"Sul","CS RIO TAVARES","2017 Q1","Odontólogo",70
"Norte","CS RIO VERMELHO","2017 Q1","Odontólogo",489
"Centro","CS SACO DOS LIMÕES","2017 Q1","Odontólogo",233
"Norte","CS SACO GRANDE","2017 Q1","Odontólogo",457
"Norte","CS SANTINHO","2017 Q1","Odontólogo",157
"Norte","CS SANTO ANTONIO LISBOA","2017 Q1","Odontólogo",176
"Continente","CS SAPE","2017 Q1","Odontólogo",60
"Sul","CS TAPERA","2017 Q1","Odontólogo",155
"Centro","CS TRINDADE","2017 Q1","Odontólogo",86
"Norte","CS VARGEM GRANDE","2017 Q1","Odontólogo",73
"Norte","CS VARGEM PEQUENA","2017 Q1","Odontólogo",148
"Continente","CS VILA APARECIDA","2017 Q1","Odontólogo",131
"Continente","CS ABRAÃO","2017 Q2","Odontólogo",235
"Centro","CS AGRONÔMICA","2017 Q2","Odontólogo",814
"Sul","CS ALTO RIBEIRÃO","2017 Q2","Odontólogo",329
"Sul","CS ARMAÇÃO","2017 Q2","Odontólogo",360
"Continente","CS BALNEÁRIO","2017 Q2","Odontólogo",308
"Norte","CS BARRA DA LAGOA","2017 Q2","Odontólogo",388
"Norte","CS CACHOEIRA BOM JESUS","2017 Q2","Odontólogo",349
"Sul","CS CAIEIRA BARRA DO SUL","2017 Q2","Odontólogo",16
"Sul","CS CAMPECHE","2017 Q2","Odontólogo",241
"Norte","CS CANASVIEIRAS","2017 Q2","Odontólogo",401
"Sul","CS CANTO DA LAGOA","2017 Q2","Odontólogo",72
"Continente","CS CAPOEIRAS","2017 Q2","Odontólogo",428
"Sul","CS CARIANOS","2017 Q2","Odontólogo",459
"Centro","CS CENTRO","2017 Q2","Odontólogo",253
"Continente","CS COLONINHA","2017 Q2","Odontólogo",487
"Continente","CS COQUEIROS","2017 Q2","Odontólogo",502
"Centro","CS CÓRREGO GRANDE","2017 Q2","Odontólogo",302
"Sul","CS COSTA DA LAGOA","2017 Q2","Odontólogo",6
"Sul","CS COSTEIRA DO PIRAJUBAÉ","2017 Q2","Odontólogo",453
"Continente","CS ESTREITO","2017 Q2","Odontólogo",669
"Sul","CS FAZENDA DO RIO TAVARES","2017 Q2","Odontólogo",154
"Norte","CS INGLESES","2017 Q2","Odontólogo",979
"Centro","CS ITACORUBI","2017 Q2","Odontólogo",527
"Continente","CS JARDIM ATLÂNTICO","2017 Q2","Odontólogo",269
"Centro","CS JOÃO PAULO","2017 Q2","Odontólogo",371
"Norte","CS JURERE","2017 Q2","Odontólogo",144
"Sul","CS LAGOA DA CONCEIÇÃO","2017 Q2","Odontólogo",278
"Continente","CS MONTE CRISTO","2017 Q2","Odontólogo",879
"Centro","CS MONTE SERRAT","2017 Q2","Odontólogo",258
"Sul","CS MORRO DAS PEDRAS","2017 Q2","Odontólogo",364
"Continente","CS NOVO CONTINENTE","2017 Q2","Odontólogo",468
"Centro","CS PANTANAL","2017 Q2","Odontólogo",185
"Sul","CS PANTANO DO SUL","2017 Q2","Odontólogo",202
"Norte","CS PONTA DAS CANAS","2017 Q2","Odontólogo",265
"Centro","CS PRAINHA","2017 Q2","Odontólogo",401
"Norte","CS RATONES","2017 Q2","Odontólogo",156
"Sul","CS RIBEIRÃO DA ILHA","2017 Q2","Odontólogo",157
"Sul","CS RIO TAVARES","2017 Q2","Odontólogo",246
"Norte","CS RIO VERMELHO","2017 Q2","Odontólogo",771
"Centro","CS SACO DOS LIMÕES","2017 Q2","Odontólogo",406
"Norte","CS SACO GRANDE","2017 Q2","Odontólogo",847
"Norte","CS SANTINHO","2017 Q2","Odontólogo",239
"Norte","CS SANTO ANTONIO LISBOA","2017 Q2","Odontólogo",283
"Continente","CS SAPE","2017 Q2","Odontólogo",195
"Sul","CS TAPERA","2017 Q2","Odontólogo",502
"Centro","CS TRINDADE","2017 Q2","Odontólogo",481
"Norte","CS VARGEM GRANDE","2017 Q2","Odontólogo",195
"Norte","CS VARGEM PEQUENA","2017 Q2","Odontólogo",192
"Continente","CS VILA APARECIDA","2017 Q2","Odontólogo",200
"Continente","CS ABRAÃO","2017 Q3","Odontólogo",244
"Centro","CS AGRONÔMICA","2017 Q3","Odontólogo",709
"Sul","CS ALTO RIBEIRÃO","2017 Q3","Odontólogo",268
"Sul","CS ARMAÇÃO","2017 Q3","Odontólogo",383
"Continente","CS BALNEÁRIO","2017 Q3","Odontólogo",315
"Norte","CS BARRA DA LAGOA","2017 Q3","Odontólogo",361
"Norte","CS CACHOEIRA BOM JESUS","2017 Q3","Odontólogo",370
"Sul","CS CAIEIRA BARRA DO SUL","2017 Q3","Odontólogo",40
"Sul","CS CAMPECHE","2017 Q3","Odontólogo",305
"Norte","CS CANASVIEIRAS","2017 Q3","Odontólogo",580
"Sul","CS CANTO DA LAGOA","2017 Q3","Odontólogo",129
"Continente","CS CAPOEIRAS","2017 Q3","Odontólogo",392
"Sul","CS CARIANOS","2017 Q3","Odontólogo",520
"Centro","CS CENTRO","2017 Q3","Odontólogo",347
"Continente","CS COLONINHA","2017 Q3","Odontólogo",548
"Continente","CS COQUEIROS","2017 Q3","Odontólogo",506
"Centro","CS CÓRREGO GRANDE","2017 Q3","Odontólogo",261
"Sul","CS COSTA DA LAGOA","2017 Q3","Odontólogo",45
"Sul","CS COSTEIRA DO PIRAJUBAÉ","2017 Q3","Odontólogo",464
"Continente","CS ESTREITO","2017 Q3","Odontólogo",539
"Sul","CS FAZENDA DO RIO TAVARES","2017 Q3","Odontólogo",382
"Norte","CS INGLESES","2017 Q3","Odontólogo",1073
"Centro","CS ITACORUBI","2017 Q3","Odontólogo",554
"Continente","CS JARDIM ATLÂNTICO","2017 Q3","Odontólogo",290
"Centro","CS JOÃO PAULO","2017 Q3","Odontólogo",335
"Norte","CS JURERE","2017 Q3","Odontólogo",191
"Sul","CS LAGOA DA CONCEIÇÃO","2017 Q3","Odontólogo",327
"Continente","CS MONTE CRISTO","2017 Q3","Odontólogo",967
"Centro","CS MONTE SERRAT","2017 Q3","Odontólogo",312
"Sul","CS MORRO DAS PEDRAS","2017 Q3","Odontólogo",347
"Continente","CS NOVO CONTINENTE","2017 Q3","Odontólogo",488
"Centro","CS PANTANAL","2017 Q3","Odontólogo",319
"Sul","CS PANTANO DO SUL","2017 Q3","Odontólogo",301
"Norte","CS PONTA DAS CANAS","2017 Q3","Odontólogo",269
"Centro","CS PRAINHA","2017 Q3","Odontólogo",429
"Norte","CS RATONES","2017 Q3","Odontólogo",112
"Sul","CS RIBEIRÃO DA ILHA","2017 Q3","Odontólogo",215
"Sul","CS RIO TAVARES","2017 Q3","Odontólogo",294
"Norte","CS RIO VERMELHO","2017 Q3","Odontólogo",847
"Centro","CS SACO DOS LIMÕES","2017 Q3","Odontólogo",455
"Norte","CS SACO GRANDE","2017 Q3","Odontólogo",1115
"Norte","CS SANTINHO","2017 Q3","Odontólogo",383
"Norte","CS SANTO ANTONIO LISBOA","2017 Q3","Odontólogo",295
"Continente","CS SAPE","2017 Q3","Odontólogo",217
"Sul","CS TAPERA","2017 Q3","Odontólogo",639
"Centro","CS TRINDADE","2017 Q3","Odontólogo",678
"Norte","CS VARGEM GRANDE","2017 Q3","Odontólogo",233
"Norte","CS VARGEM PEQUENA","2017 Q3","Odontólogo",131
"Continente","CS VILA APARECIDA","2017 Q3","Odontólogo",286
"Continente","CS ABRAÃO","2017 Q4","Odontólogo",270
"Centro","CS AGRONÔMICA","2017 Q4","Odontólogo",655
"Sul","CS ALTO RIBEIRÃO","2017 Q4","Odontólogo",169
"Sul","CS ARMAÇÃO","2017 Q4","Odontólogo",456
"Continente","CS BALNEÁRIO","2017 Q4","Odontólogo",298
"Norte","CS BARRA DA LAGOA","2017 Q4","Odontólogo",397
"Norte","CS CACHOEIRA BOM JESUS","2017 Q4","Odontólogo",217
"Sul","CS CAIEIRA BARRA DO SUL","2017 Q4","Odontólogo",18
"Sul","CS CAMPECHE","2017 Q4","Odontólogo",128
"Norte","CS CANASVIEIRAS","2017 Q4","Odontólogo",468
"Sul","CS CANTO DA LAGOA","2017 Q4","Odontólogo",110
"Continente","CS CAPOEIRAS","2017 Q4","Odontólogo",375
"Sul","CS CARIANOS","2017 Q4","Odontólogo",426
"Centro","CS CENTRO","2017 Q4","Odontólogo",237
"Continente","CS COLONINHA","2017 Q4","Odontólogo",472
"Continente","CS COQUEIROS","2017 Q4","Odontólogo",503
"Centro","CS CÓRREGO GRANDE","2017 Q4","Odontólogo",229
"Sul","CS COSTA DA LAGOA","2017 Q4","Odontólogo",6
"Sul","CS COSTEIRA DO PIRAJUBAÉ","2017 Q4","Odontólogo",444
"Continente","CS ESTREITO","2017 Q4","Odontólogo",386
"Sul","CS FAZENDA DO RIO TAVARES","2017 Q4","Odontólogo",337
"Norte","CS INGLESES","2017 Q4","Odontólogo",927
"Centro","CS ITACORUBI","2017 Q4","Odontólogo",397
"Continente","CS JARDIM ATLÂNTICO","2017 Q4","Odontólogo",223
"Centro","CS JOÃO PAULO","2017 Q4","Odontólogo",347
"Norte","CS JURERE","2017 Q4","Odontólogo",190
"Sul","CS LAGOA DA CONCEIÇÃO","2017 Q4","Odontólogo",190
"Continente","CS MONTE CRISTO","2017 Q4","Odontólogo",723
"Centro","CS MONTE SERRAT","2017 Q4","Odontólogo",208
"Sul","CS MORRO DAS PEDRAS","2017 Q4","Odontólogo",293
"Continente","CS NOVO CONTINENTE","2017 Q4","Odontólogo",373
"Centro","CS PANTANAL","2017 Q4","Odontólogo",203
"Sul","CS PANTANO DO SUL","2017 Q4","Odontólogo",272
"Norte","CS PONTA DAS CANAS","2017 Q4","Odontólogo",200
"Centro","CS PRAINHA","2017 Q4","Odontólogo",336
"Norte","CS RATONES","2017 Q4","Odontólogo",114
"Sul","CS RIBEIRÃO DA ILHA","2017 Q4","Odontólogo",169
"Sul","CS RIO TAVARES","2017 Q4","Odontólogo",143
"Norte","CS RIO VERMELHO","2017 Q4","Odontólogo",679
"Centro","CS SACO DOS LIMÕES","2017 Q4","Odontólogo",218
"Norte","CS SACO GRANDE","2017 Q4","Odontólogo",1126
"Norte","CS SANTINHO","2017 Q4","Odontólogo",315
"Norte","CS SANTO ANTONIO LISBOA","2017 Q4","Odontólogo",335
"Continente","CS SAPE","2017 Q4","Odontólogo",203
"Sul","CS TAPERA","2017 Q4","Odontólogo",617
"Centro","CS TRINDADE","2017 Q4","Odontólogo",716
"Norte","CS VARGEM GRANDE","2017 Q4","Odontólogo",265
"Norte","CS VARGEM PEQUENA","2017 Q4","Odontólogo",184
"Continente","CS VILA APARECIDA","2017 Q4","Odontólogo",237
"Continente","CS ABRAÃO","2018 Q1","Odontólogo",329
"Centro","CS AGRONÔMICA","2018 Q1","Odontólogo",634
"Sul","CS ALTO RIBEIRÃO","2018 Q1","Odontólogo",272
"Sul","CS ARMAÇÃO","2018 Q1","Odontólogo",434
"Continente","CS BALNEÁRIO","2018 Q1","Odontólogo",156
"Norte","CS BARRA DA LAGOA","2018 Q1","Odontólogo",337
"Norte","CS CACHOEIRA BOM JESUS","2018 Q1","Odontólogo",280
"Sul","CS CAIEIRA BARRA DO SUL","2018 Q1","Odontólogo",204
"Sul","CS CAMPECHE","2018 Q1","Odontólogo",310
"Norte","CS CANASVIEIRAS","2018 Q1","Odontólogo",417
"Sul","CS CANTO DA LAGOA","2018 Q1","Odontólogo",68
"Continente","CS CAPOEIRAS","2018 Q1","Odontólogo",420
"Sul","CS CARIANOS","2018 Q1","Odontólogo",356
"Centro","CS CENTRO","2018 Q1","Odontólogo",327
"Continente","CS COLONINHA","2018 Q1","Odontólogo",482
"Continente","CS COQUEIROS","2018 Q1","Odontólogo",393
"Centro","CS CÓRREGO GRANDE","2018 Q1","Odontólogo",197
"Sul","CS COSTA DA LAGOA","2018 Q1","Odontólogo",3
"Sul","CS COSTEIRA DO PIRAJUBAÉ","2018 Q1","Odontólogo",463
"Continente","CS ESTREITO","2018 Q1","Odontólogo",341
"Sul","CS FAZENDA DO RIO TAVARES","2018 Q1","Odontólogo",276
"Norte","CS INGLESES","2018 Q1","Odontólogo",900
"Centro","CS ITACORUBI","2018 Q1","Odontólogo",339
"Continente","CS JARDIM ATLÂNTICO","2018 Q1","Odontólogo",247
"Centro","CS JOÃO PAULO","2018 Q1","Odontólogo",370
"Norte","CS JURERE","2018 Q1","Odontólogo",125
"Sul","CS LAGOA DA CONCEIÇÃO","2018 Q1","Odontólogo",280
"Continente","CS MONTE CRISTO","2018 Q1","Odontólogo",858
"Centro","CS MONTE SERRAT","2018 Q1","Odontólogo",183
"Sul","CS MORRO DAS PEDRAS","2018 Q1","Odontólogo",246
"Continente","CS NOVO CONTINENTE","2018 Q1","Odontólogo",371
"Centro","CS PANTANAL","2018 Q1","Odontólogo",331
"Sul","CS PANTANO DO SUL","2018 Q1","Odontólogo",218
"Norte","CS PONTA DAS CANAS","2018 Q1","Odontólogo",35
"Centro","CS PRAINHA","2018 Q1","Odontólogo",300
"Norte","CS RATONES","2018 Q1","Odontólogo",154
"Sul","CS RIBEIRÃO DA ILHA","2018 Q1","Odontólogo",175
"Sul","CS RIO TAVARES","2018 Q1","Odontólogo",231
"Norte","CS RIO VERMELHO","2018 Q1","Odontólogo",569
"Centro","CS SACO DOS LIMÕES","2018 Q1","Odontólogo",132
"Norte","CS SACO GRANDE","2018 Q1","Odontólogo",906
"Norte","CS SANTINHO","2018 Q1","Odontólogo",447
"Norte","CS SANTO ANTONIO LISBOA","2018 Q1","Odontólogo",286
"Continente","CS SAPE","2018 Q1","Odontólogo",123
"Sul","CS TAPERA","2018 Q1","Odontólogo",166
"Centro","CS TRINDADE","2018 Q1","Odontólogo",673
"Norte","CS VARGEM GRANDE","2018 Q1","Odontólogo",202
"Norte","CS VARGEM PEQUENA","2018 Q1","Odontólogo",175
"Continente","CS VILA APARECIDA","2018 Q1","Odontólogo",292
"Continente","CS ABRAÃO","2013 Q1","Total",7345
"Centro","CS AGRONÔMICA","2013 Q1","Total",14405
"Sul","CS ALTO RIBEIRÃO","2013 Q1","Total",6221
"Sul","CS ARMAÇÃO","2013 Q1","Total",7357
"Continente","CS BALNEÁRIO","2013 Q1","Total",5626
"Norte","CS BARRA DA LAGOA","2013 Q1","Total",8934
"Norte","CS CACHOEIRA BOM JESUS","2013 Q1","Total",8057
"Sul","CS CAIEIRA BARRA DO SUL","2013 Q1","Total",2692
"Sul","CS CAMPECHE","2013 Q1","Total",8059
"Norte","CS CANASVIEIRAS","2013 Q1","Total",15709
"Sul","CS CANTO DA LAGOA","2013 Q1","Total",2596
"Continente","CS CAPOEIRAS","2013 Q1","Total",8883
"Sul","CS CARIANOS","2013 Q1","Total",8184
"Centro","CS CENTRO","2013 Q1","Total",9660
"Continente","CS COLONINHA","2013 Q1","Total",11237
"Continente","CS COQUEIROS","2013 Q1","Total",10137
"Centro","CS CÓRREGO GRANDE","2013 Q1","Total",7959
"Sul","CS COSTA DA LAGOA","2013 Q1","Total",2158
"Sul","CS COSTEIRA DO PIRAJUBAÉ","2013 Q1","Total",11583
"Continente","CS ESTREITO","2013 Q1","Total",11887
"Sul","CS FAZENDA DO RIO TAVARES","2013 Q1","Total",7671
"Norte","CS INGLESES","2013 Q1","Total",27503
"Centro","CS ITACORUBI","2013 Q1","Total",12522
"Continente","CS JARDIM ATLÂNTICO","2013 Q1","Total",2589
"Centro","CS JOÃO PAULO","2013 Q1","Total",6725
"Norte","CS JURERE","2013 Q1","Total",4104
"Sul","CS LAGOA DA CONCEIÇÃO","2013 Q1","Total",10032
"Continente","CS MONTE CRISTO","2013 Q1","Total",18677
"Centro","CS MONTE SERRAT","2013 Q1","Total",10407
"Sul","CS MORRO DAS PEDRAS","2013 Q1","Total",6191
"Continente","CS NOVO CONTINENTE","2013 Q1","Total",7176
"Centro","CS PANTANAL","2013 Q1","Total",6607
"Sul","CS PANTANO DO SUL","2013 Q1","Total",4136
"Norte","CS PONTA DAS CANAS","2013 Q1","Total",4057
"Centro","CS PRAINHA","2013 Q1","Total",11058
"Norte","CS RATONES","2013 Q1","Total",3855
"Sul","CS RIBEIRÃO DA ILHA","2013 Q1","Total",3474
"Sul","CS RIO TAVARES","2013 Q1","Total",7453
"Norte","CS RIO VERMELHO","2013 Q1","Total",16253
"Centro","CS SACO DOS LIMÕES","2013 Q1","Total",11597
"Norte","CS SACO GRANDE","2013 Q1","Total",28209
"Norte","CS SANTINHO","2013 Q1","Total",6515
"Norte","CS SANTO ANTONIO LISBOA","2013 Q1","Total",7701
"Continente","CS SAPE","2013 Q1","Total",5457
"Sul","CS TAPERA","2013 Q1","Total",18983
"Centro","CS TRINDADE","2013 Q1","Total",13750
"Norte","CS VARGEM GRANDE","2013 Q1","Total",1085
"Norte","CS VARGEM PEQUENA","2013 Q1","Total",2301
"Continente","CS VILA APARECIDA","2013 Q1","Total",3977
"Continente","CS ABRAÃO","2013 Q2","Total",8245
"Centro","CS AGRONÔMICA","2013 Q2","Total",16319
"Sul","CS ALTO RIBEIRÃO","2013 Q2","Total",6994
"Sul","CS ARMAÇÃO","2013 Q2","Total",8337
"Continente","CS BALNEÁRIO","2013 Q2","Total",6087
"Norte","CS BARRA DA LAGOA","2013 Q2","Total",9581
"Norte","CS CACHOEIRA BOM JESUS","2013 Q2","Total",9268
"Sul","CS CAIEIRA BARRA DO SUL","2013 Q2","Total",2979
"Sul","CS CAMPECHE","2013 Q2","Total",9436
"Norte","CS CANASVIEIRAS","2013 Q2","Total",18327
"Sul","CS CANTO DA LAGOA","2013 Q2","Total",3303
"Continente","CS CAPOEIRAS","2013 Q2","Total",9180
"Sul","CS CARIANOS","2013 Q2","Total",10431
"Centro","CS CENTRO","2013 Q2","Total",10473
"Continente","CS COLONINHA","2013 Q2","Total",11011
"Continente","CS COQUEIROS","2013 Q2","Total",10020
"Centro","CS CÓRREGO GRANDE","2013 Q2","Total",8179
"Sul","CS COSTA DA LAGOA","2013 Q2","Total",2464
"Sul","CS COSTEIRA DO PIRAJUBAÉ","2013 Q2","Total",12846
"Continente","CS ESTREITO","2013 Q2","Total",12199
"Sul","CS FAZENDA DO RIO TAVARES","2013 Q2","Total",8774
"Norte","CS INGLESES","2013 Q2","Total",29840
"Centro","CS ITACORUBI","2013 Q2","Total",14693
"Continente","CS JARDIM ATLÂNTICO","2013 Q2","Total",2956
"Centro","CS JOÃO PAULO","2013 Q2","Total",8105
"Norte","CS JURERE","2013 Q2","Total",4522
"Sul","CS LAGOA DA CONCEIÇÃO","2013 Q2","Total",10423
"Continente","CS MONTE CRISTO","2013 Q2","Total",21103
"Centro","CS MONTE SERRAT","2013 Q2","Total",11069
"Sul","CS MORRO DAS PEDRAS","2013 Q2","Total",7581
"Continente","CS NOVO CONTINENTE","2013 Q2","Total",8070
"Centro","CS PANTANAL","2013 Q2","Total",7679
"Sul","CS PANTANO DO SUL","2013 Q2","Total",4056
"Norte","CS PONTA DAS CANAS","2013 Q2","Total",4037
"Centro","CS PRAINHA","2013 Q2","Total",11765
"Norte","CS RATONES","2013 Q2","Total",4701
"Sul","CS RIBEIRÃO DA ILHA","2013 Q2","Total",4301
"Sul","CS RIO TAVARES","2013 Q2","Total",8968
"Norte","CS RIO VERMELHO","2013 Q2","Total",18682
"Centro","CS SACO DOS LIMÕES","2013 Q2","Total",10858
"Norte","CS SACO GRANDE","2013 Q2","Total",29757
"Norte","CS SANTINHO","2013 Q2","Total",6935
"Norte","CS SANTO ANTONIO LISBOA","2013 Q2","Total",8580
"Continente","CS SAPE","2013 Q2","Total",5382
"Sul","CS TAPERA","2013 Q2","Total",20672
"Centro","CS TRINDADE","2013 Q2","Total",16337
"Norte","CS VARGEM GRANDE","2013 Q2","Total",1207
"Norte","CS VARGEM PEQUENA","2013 Q2","Total",2640
"Continente","CS VILA APARECIDA","2013 Q2","Total",3757
"Continente","CS ABRAÃO","2013 Q3","Total",8518
"Centro","CS AGRONÔMICA","2013 Q3","Total",17049
"Sul","CS ALTO RIBEIRÃO","2013 Q3","Total",7203
"Sul","CS ARMAÇÃO","2013 Q3","Total",8076
"Continente","CS BALNEÁRIO","2013 Q3","Total",6437
"Norte","CS BARRA DA LAGOA","2013 Q3","Total",9646
"Norte","CS CACHOEIRA BOM JESUS","2013 Q3","Total",8611
"Sul","CS CAIEIRA BARRA DO SUL","2013 Q3","Total",3322
"Sul","CS CAMPECHE","2013 Q3","Total",10259
"Norte","CS CANASVIEIRAS","2013 Q3","Total",17381
"Sul","CS CANTO DA LAGOA","2013 Q3","Total",3217
"Continente","CS CAPOEIRAS","2013 Q3","Total",10132
"Sul","CS CARIANOS","2013 Q3","Total",11587
"Centro","CS CENTRO","2013 Q3","Total",10474
"Continente","CS COLONINHA","2013 Q3","Total",12680
"Continente","CS COQUEIROS","2013 Q3","Total",11341
"Centro","CS CÓRREGO GRANDE","2013 Q3","Total",9201
"Sul","CS COSTA DA LAGOA","2013 Q3","Total",2162
"Sul","CS COSTEIRA DO PIRAJUBAÉ","2013 Q3","Total",14087
"Continente","CS ESTREITO","2013 Q3","Total",13076
"Sul","CS FAZENDA DO RIO TAVARES","2013 Q3","Total",9133
"Norte","CS INGLESES","2013 Q3","Total",28984
"Centro","CS ITACORUBI","2013 Q3","Total",14213
"Continente","CS JARDIM ATLÂNTICO","2013 Q3","Total",3259
"Centro","CS JOÃO PAULO","2013 Q3","Total",8128
"Norte","CS JURERE","2013 Q3","Total",4743
"Sul","CS LAGOA DA CONCEIÇÃO","2013 Q3","Total",10210
"Continente","CS MONTE CRISTO","2013 Q3","Total",21447
"Centro","CS MONTE SERRAT","2013 Q3","Total",11968
"Sul","CS MORRO DAS PEDRAS","2013 Q3","Total",7509
"Continente","CS NOVO CONTINENTE","2013 Q3","Total",8530
"Centro","CS PANTANAL","2013 Q3","Total",8215
"Sul","CS PANTANO DO SUL","2013 Q3","Total",4029
"Norte","CS PONTA DAS CANAS","2013 Q3","Total",5446
"Centro","CS PRAINHA","2013 Q3","Total",11722
"Norte","CS RATONES","2013 Q3","Total",4407
"Sul","CS RIBEIRÃO DA ILHA","2013 Q3","Total",4118
"Sul","CS RIO TAVARES","2013 Q3","Total",9184
"Norte","CS RIO VERMELHO","2013 Q3","Total",18874
"Centro","CS SACO DOS LIMÕES","2013 Q3","Total",11609
"Norte","CS SACO GRANDE","2013 Q3","Total",31522
"Norte","CS SANTINHO","2013 Q3","Total",6702
"Norte","CS SANTO ANTONIO LISBOA","2013 Q3","Total",9499
"Continente","CS SAPE","2013 Q3","Total",5850
"Sul","CS TAPERA","2013 Q3","Total",22653
"Centro","CS TRINDADE","2013 Q3","Total",16558
