"DISTRITO","UNIDADE","AREA","TRIMESTRE","PROCEDIMENTO","VALOR"
"Norte","CS SANTINHO","980","2015 Q1","TESTE RÁPIDO PARA SÍFILIS",5
"Continente","CS NOVO CONTINENTE","100","2015 Q2","TESTE RÁPIDO PARA SÍFILIS",2
"Continente","CS JARDIM ATLÂNTICO","11","2015 Q2","TESTE RÁPIDO PARA SÍFILIS",1
"Centro","CS MONTE SERRAT","122","2015 Q2","TESTE RÁPIDO PARA SÍFILIS",1
"Centro","CS PANTANAL","160","2015 Q2","TESTE RÁPIDO PARA SÍFILIS",2
"Centro","CS ITACORUBI","190","2015 Q2","TESTE RÁPIDO PARA SÍFILIS",5
"Centro","CS ITACORUBI","191","2015 Q2","TESTE RÁPIDO PARA SÍFILIS",1
"Centro","CS ITACORUBI","193","2015 Q2","TESTE RÁPIDO PARA SÍFILIS",1
"Sul","CS ALTO RIBEIRÃO","210","2015 Q2","TESTE RÁPIDO PARA SÍFILIS",1
"Sul","CS RIBEIRÃO DA ILHA","220","2015 Q2","TESTE RÁPIDO PARA SÍFILIS",2
"Sul","CS PANTANO DO SUL","230","2015 Q2","TESTE RÁPIDO PARA SÍFILIS",8
"Sul","CS ARMAÇÃO","240","2015 Q2","TESTE RÁPIDO PARA SÍFILIS",1
"Sul","CS ARMAÇÃO","242","2015 Q2","TESTE RÁPIDO PARA SÍFILIS",1
"Sul","CS CAMPECHE","280","2015 Q2","TESTE RÁPIDO PARA SÍFILIS",1
"Sul","CS CAMPECHE","281","2015 Q2","TESTE RÁPIDO PARA SÍFILIS",2
"Sul","CS RIO TAVARES","293","2015 Q2","TESTE RÁPIDO PARA SÍFILIS",1
"Centro","CS JOÃO PAULO","321","2015 Q2","TESTE RÁPIDO PARA SÍFILIS",1
"Norte","CS SACO GRANDE","330","2015 Q2","TESTE RÁPIDO PARA SÍFILIS",1
"Norte","CS SACO GRANDE","332","2015 Q2","TESTE RÁPIDO PARA SÍFILIS",1
"Norte","CS VARGEM PEQUENA","340","2015 Q2","TESTE RÁPIDO PARA SÍFILIS",1
"Norte","CS PONTA DAS CANAS","370","2015 Q2","TESTE RÁPIDO PARA SÍFILIS",3
"Norte","CS JURERE","390","2015 Q2","TESTE RÁPIDO PARA SÍFILIS",1
"Continente","CS MONTE CRISTO","40","2015 Q2","TESTE RÁPIDO PARA SÍFILIS",2
"Norte","CS CACHOEIRA BOM JESUS","400","2015 Q2","TESTE RÁPIDO PARA SÍFILIS",4
"Norte","CS RIO VERMELHO","421","2015 Q2","TESTE RÁPIDO PARA SÍFILIS",1
"Norte","CS RIO VERMELHO","422","2015 Q2","TESTE RÁPIDO PARA SÍFILIS",1
"Norte","CS RIO VERMELHO","423","2015 Q2","TESTE RÁPIDO PARA SÍFILIS",2
"Norte","CS BARRA DA LAGOA","440","2015 Q2","TESTE RÁPIDO PARA SÍFILIS",1
"Sul","CS LAGOA DA CONCEIÇÃO","471","2015 Q2","TESTE RÁPIDO PARA SÍFILIS",1
"Continente","CS COQUEIROS","600","2015 Q2","TESTE RÁPIDO PARA SÍFILIS",3
"Continente","CS ESTREITO","82","2015 Q2","TESTE RÁPIDO PARA SÍFILIS",1
"Centro","CS TRINDADE","852","2015 Q2","TESTE RÁPIDO PARA SÍFILIS",1
"Centro","CS TRINDADE","853","2015 Q2","TESTE RÁPIDO PARA SÍFILIS",1
"Norte","CS SANTINHO","981","2015 Q2","TESTE RÁPIDO PARA SÍFILIS",2
"Continente","CS NOVO CONTINENTE","100","2015 Q3","TESTE RÁPIDO PARA SÍFILIS",1
"Continente","CS JARDIM ATLÂNTICO","11","2015 Q3","TESTE RÁPIDO PARA SÍFILIS",1
"Centro","CS PANTANAL","161","2015 Q3","TESTE RÁPIDO PARA SÍFILIS",2
"Centro","CS ITACORUBI","190","2015 Q3","TESTE RÁPIDO PARA SÍFILIS",1
"Sul","CS CAIEIRA BARRA DO SUL","200","2015 Q3","TESTE RÁPIDO PARA SÍFILIS",2
"Sul","CS ALTO RIBEIRÃO","210","2015 Q3","TESTE RÁPIDO PARA SÍFILIS",5
"Sul","CS RIBEIRÃO DA ILHA","220","2015 Q3","TESTE RÁPIDO PARA SÍFILIS",22
"Sul","CS PANTANO DO SUL","230","2015 Q3","TESTE RÁPIDO PARA SÍFILIS",9
"Sul","CS MORRO DAS PEDRAS","251","2015 Q3","TESTE RÁPIDO PARA SÍFILIS",1
"Sul","CS TAPERA","261","2015 Q3","TESTE RÁPIDO PARA SÍFILIS",1
"Sul","CS TAPERA","262","2015 Q3","TESTE RÁPIDO PARA SÍFILIS",1
"Sul","CS CARIANOS","270","2015 Q3","TESTE RÁPIDO PARA SÍFILIS",2
"Sul","CS CAMPECHE","280","2015 Q3","TESTE RÁPIDO PARA SÍFILIS",5
"Sul","CS CAMPECHE","281","2015 Q3","TESTE RÁPIDO PARA SÍFILIS",2
"Sul","CS RIO TAVARES","291","2015 Q3","TESTE RÁPIDO PARA SÍFILIS",3
"Centro","CS SACO DOS LIMÕES","311","2015 Q3","TESTE RÁPIDO PARA SÍFILIS",1
"Norte","CS SACO GRANDE","335","2015 Q3","TESTE RÁPIDO PARA SÍFILIS",3
"Norte","CS SANTO ANTONIO LISBOA","361","2015 Q3","TESTE RÁPIDO PARA SÍFILIS",1
"Norte","CS PONTA DAS CANAS","370","2015 Q3","TESTE RÁPIDO PARA SÍFILIS",2
"Norte","CS JURERE","390","2015 Q3","TESTE RÁPIDO PARA SÍFILIS",1
"Continente","CS MONTE CRISTO","40","2015 Q3","TESTE RÁPIDO PARA SÍFILIS",1
"Norte","CS CACHOEIRA BOM JESUS","400","2015 Q3","TESTE RÁPIDO PARA SÍFILIS",7
"Continente","CS MONTE CRISTO","41","2015 Q3","TESTE RÁPIDO PARA SÍFILIS",1
"Norte","CS VARGEM GRANDE","410","2015 Q3","TESTE RÁPIDO PARA SÍFILIS",3
"Continente","CS MONTE CRISTO","42","2015 Q3","TESTE RÁPIDO PARA SÍFILIS",2
"Norte","CS RIO VERMELHO","424","2015 Q3","TESTE RÁPIDO PARA SÍFILIS",1
"Norte","CS INGLESES","435","2015 Q3","TESTE RÁPIDO PARA SÍFILIS",3
"Continente","CS MONTE CRISTO","44","2015 Q3","TESTE RÁPIDO PARA SÍFILIS",3
"Sul","CS CANTO DA LAGOA","450","2015 Q3","TESTE RÁPIDO PARA SÍFILIS",1
"Sul","CS LAGOA DA CONCEIÇÃO","470","2015 Q3","TESTE RÁPIDO PARA SÍFILIS",2
"Sul","CS LAGOA DA CONCEIÇÃO","471","2015 Q3","TESTE RÁPIDO PARA SÍFILIS",3
"Sul","CS LAGOA DA CONCEIÇÃO","472","2015 Q3","TESTE RÁPIDO PARA SÍFILIS",1
"Continente","CS ABRAÃO","571","2015 Q3","TESTE RÁPIDO PARA SÍFILIS",1
"Continente","CS ABRAÃO","572","2015 Q3","TESTE RÁPIDO PARA SÍFILIS",1
"Continente","CS CAPOEIRAS","60","2015 Q3","TESTE RÁPIDO PARA SÍFILIS",1
"Continente","CS COQUEIROS","600","2015 Q3","TESTE RÁPIDO PARA SÍFILIS",1
"Continente","CS COQUEIROS","601","2015 Q3","TESTE RÁPIDO PARA SÍFILIS",5
"Continente","CS COQUEIROS","602","2015 Q3","TESTE RÁPIDO PARA SÍFILIS",2
"Centro","CS AGRONÔMICA","693","2015 Q3","TESTE RÁPIDO PARA SÍFILIS",1
"Sul","CS FAZENDA DO RIO TAVARES","780","2015 Q3","TESTE RÁPIDO PARA SÍFILIS",5
"Sul","CS FAZENDA DO RIO TAVARES","781","2015 Q3","TESTE RÁPIDO PARA SÍFILIS",4
"Centro","CS TRINDADE","853","2015 Q3","TESTE RÁPIDO PARA SÍFILIS",1
"Centro","CS CENTRO","950","2015 Q3","TESTE RÁPIDO PARA SÍFILIS",1
"Norte","CS SANTINHO","981","2015 Q3","TESTE RÁPIDO PARA SÍFILIS",3
"Continente","CS NOVO CONTINENTE","100","2015 Q4","TESTE RÁPIDO PARA SÍFILIS",1
"Continente","CS NOVO CONTINENTE","102","2015 Q4","TESTE RÁPIDO PARA SÍFILIS",1
"Centro","CS PRAINHA","132","2015 Q4","TESTE RÁPIDO PARA SÍFILIS",1
"Centro","CS PANTANAL","160","2015 Q4","TESTE RÁPIDO PARA SÍFILIS",4
"Centro","CS PANTANAL","161","2015 Q4","TESTE RÁPIDO PARA SÍFILIS",3
"Centro","CS CÓRREGO GRANDE","171","2015 Q4","TESTE RÁPIDO PARA SÍFILIS",1
"Centro","CS CÓRREGO GRANDE","172","2015 Q4","TESTE RÁPIDO PARA SÍFILIS",1
"Centro","CS ITACORUBI","190","2015 Q4","TESTE RÁPIDO PARA SÍFILIS",3
"Centro","CS ITACORUBI","191","2015 Q4","TESTE RÁPIDO PARA SÍFILIS",6
"Centro","CS ITACORUBI","193","2015 Q4","TESTE RÁPIDO PARA SÍFILIS",7
"Sul","CS CAIEIRA BARRA DO SUL","200","2015 Q4","TESTE RÁPIDO PARA SÍFILIS",4
"Continente","CS BALNEÁRIO","21","2015 Q4","TESTE RÁPIDO PARA SÍFILIS",1
"Sul","CS ALTO RIBEIRÃO","210","2015 Q4","TESTE RÁPIDO PARA SÍFILIS",2
"Sul","CS RIBEIRÃO DA ILHA","220","2015 Q4","TESTE RÁPIDO PARA SÍFILIS",7
"Sul","CS PANTANO DO SUL","230","2015 Q4","TESTE RÁPIDO PARA SÍFILIS",18
"Sul","CS ARMAÇÃO","240","2015 Q4","TESTE RÁPIDO PARA SÍFILIS",2
"Sul","CS ARMAÇÃO","241","2015 Q4","TESTE RÁPIDO PARA SÍFILIS",2
"Sul","CS MORRO DAS PEDRAS","250","2015 Q4","TESTE RÁPIDO PARA SÍFILIS",1
"Sul","CS MORRO DAS PEDRAS","251","2015 Q4","TESTE RÁPIDO PARA SÍFILIS",1
"Sul","CS TAPERA","260","2015 Q4","TESTE RÁPIDO PARA SÍFILIS",5
"Sul","CS TAPERA","261","2015 Q4","TESTE RÁPIDO PARA SÍFILIS",2
"Sul","CS TAPERA","262","2015 Q4","TESTE RÁPIDO PARA SÍFILIS",3
"Sul","CS CARIANOS","270","2015 Q4","TESTE RÁPIDO PARA SÍFILIS",4
"Sul","CS CARIANOS","271","2015 Q4","TESTE RÁPIDO PARA SÍFILIS",1
"Sul","CS CAMPECHE","280","2015 Q4","TESTE RÁPIDO PARA SÍFILIS",3
"Sul","CS CAMPECHE","281","2015 Q4","TESTE RÁPIDO PARA SÍFILIS",4
"Sul","CS RIO TAVARES","290","2015 Q4","TESTE RÁPIDO PARA SÍFILIS",2
"Sul","CS RIO TAVARES","291","2015 Q4","TESTE RÁPIDO PARA SÍFILIS",4
"Sul","CS RIO TAVARES","292","2015 Q4","TESTE RÁPIDO PARA SÍFILIS",7
"Sul","CS COSTEIRA DO PIRAJUBAÉ","301","2015 Q4","TESTE RÁPIDO PARA SÍFILIS",2
"Sul","CS COSTEIRA DO PIRAJUBAÉ","302","2015 Q4","TESTE RÁPIDO PARA SÍFILIS",1
"Centro","CS SACO DOS LIMÕES","311","2015 Q4","TESTE RÁPIDO PARA SÍFILIS",1
"Centro","CS SACO DOS LIMÕES","312","2015 Q4","TESTE RÁPIDO PARA SÍFILIS",1
"Norte","CS SACO GRANDE","330","2015 Q4","TESTE RÁPIDO PARA SÍFILIS",1
"Norte","CS SACO GRANDE","332","2015 Q4","TESTE RÁPIDO PARA SÍFILIS",1
"Norte","CS VARGEM PEQUENA","340","2015 Q4","TESTE RÁPIDO PARA SÍFILIS",1
"Norte","CS RATONES","350","2015 Q4","TESTE RÁPIDO PARA SÍFILIS",4
"Norte","CS RATONES","351","2015 Q4","TESTE RÁPIDO PARA SÍFILIS",3
"Norte","CS SANTO ANTONIO LISBOA","360","2015 Q4","TESTE RÁPIDO PARA SÍFILIS",1
"Norte","CS PONTA DAS CANAS","370","2015 Q4","TESTE RÁPIDO PARA SÍFILIS",2
"Norte","CS PONTA DAS CANAS","371","2015 Q4","TESTE RÁPIDO PARA SÍFILIS",3
"Norte","CS CANASVIEIRAS","382","2015 Q4","TESTE RÁPIDO PARA SÍFILIS",1
"Norte","CS CANASVIEIRAS","384","2015 Q4","TESTE RÁPIDO PARA SÍFILIS",1
"Continente","CS MONTE CRISTO","40","2015 Q4","TESTE RÁPIDO PARA SÍFILIS",3
"Norte","CS CACHOEIRA BOM JESUS","400","2015 Q4","TESTE RÁPIDO PARA SÍFILIS",12
"Norte","CS CACHOEIRA BOM JESUS","401","2015 Q4","TESTE RÁPIDO PARA SÍFILIS",15
"Norte","CS VARGEM GRANDE","410","2015 Q4","TESTE RÁPIDO PARA SÍFILIS",11
"Norte","CS INGLESES","433","2015 Q4","TESTE RÁPIDO PARA SÍFILIS",1
"Norte","CS INGLESES","434","2015 Q4","TESTE RÁPIDO PARA SÍFILIS",1
"Norte","CS INGLESES","435","2015 Q4","TESTE RÁPIDO PARA SÍFILIS",1
"Norte","CS INGLESES","436","2015 Q4","TESTE RÁPIDO PARA SÍFILIS",2
"Continente","CS MONTE CRISTO","44","2015 Q4","TESTE RÁPIDO PARA SÍFILIS",3
"Continente","CS MONTE CRISTO","45","2015 Q4","TESTE RÁPIDO PARA SÍFILIS",1
"Sul","CS LAGOA DA CONCEIÇÃO","471","2015 Q4","TESTE RÁPIDO PARA SÍFILIS",2
"Sul","CS LAGOA DA CONCEIÇÃO","472","2015 Q4","TESTE RÁPIDO PARA SÍFILIS",5
"Continente","CS COQUEIROS","600","2015 Q4","TESTE RÁPIDO PARA SÍFILIS",3
"Continente","CS COQUEIROS","601","2015 Q4","TESTE RÁPIDO PARA SÍFILIS",3
"Continente","CS COQUEIROS","602","2015 Q4","TESTE RÁPIDO PARA SÍFILIS",2
"Continente","CS CAPOEIRAS","61","2015 Q4","TESTE RÁPIDO PARA SÍFILIS",1
"Continente","CS CAPOEIRAS","62","2015 Q4","TESTE RÁPIDO PARA SÍFILIS",1
"Centro","CS AGRONÔMICA","693","2015 Q4","TESTE RÁPIDO PARA SÍFILIS",1
"Sul","CS FAZENDA DO RIO TAVARES","780","2015 Q4","TESTE RÁPIDO PARA SÍFILIS",4
"Sul","CS FAZENDA DO RIO TAVARES","781","2015 Q4","TESTE RÁPIDO PARA SÍFILIS",4
"Continente","CS ESTREITO","80","2015 Q4","TESTE RÁPIDO PARA SÍFILIS",1
"Continente","CS ESTREITO","81","2015 Q4","TESTE RÁPIDO PARA SÍFILIS",2
"Centro","CS TRINDADE","850","2015 Q4","TESTE RÁPIDO PARA SÍFILIS",1
"Centro","CS TRINDADE","851","2015 Q4","TESTE RÁPIDO PARA SÍFILIS",1
"Centro","CS TRINDADE","852","2015 Q4","TESTE RÁPIDO PARA SÍFILIS",2
"Centro","CS TRINDADE","854","2015 Q4","TESTE RÁPIDO PARA SÍFILIS",2
"Centro","CS CENTRO","950","2015 Q4","TESTE RÁPIDO PARA SÍFILIS",1
"Norte","CS SANTINHO","980","2015 Q4","TESTE RÁPIDO PARA SÍFILIS",1
"Norte","CS SANTINHO","981","2015 Q4","TESTE RÁPIDO PARA SÍFILIS",2
"Continente","CS JARDIM ATLÂNTICO","10","2016 Q1","TESTE RÁPIDO PARA SÍFILIS",2
"Centro","CS PRAINHA","132","2016 Q1","TESTE RÁPIDO PARA SÍFILIS",1
"Centro","CS PANTANAL","160","2016 Q1","TESTE RÁPIDO PARA SÍFILIS",2
"Centro","CS PANTANAL","161","2016 Q1","TESTE RÁPIDO PARA SÍFILIS",3
"Centro","CS ITACORUBI","190","2016 Q1","TESTE RÁPIDO PARA SÍFILIS",6
"Centro","CS ITACORUBI","191","2016 Q1","TESTE RÁPIDO PARA SÍFILIS",9
"Centro","CS ITACORUBI","193","2016 Q1","TESTE RÁPIDO PARA SÍFILIS",5
"Sul","CS CAIEIRA BARRA DO SUL","200","2016 Q1","TESTE RÁPIDO PARA SÍFILIS",4
"Sul","CS RIBEIRÃO DA ILHA","220","2016 Q1","TESTE RÁPIDO PARA SÍFILIS",13
"Sul","CS PANTANO DO SUL","230","2016 Q1","TESTE RÁPIDO PARA SÍFILIS",8
"Sul","CS ARMAÇÃO","240","2016 Q1","TESTE RÁPIDO PARA SÍFILIS",1
"Sul","CS ARMAÇÃO","242","2016 Q1","TESTE RÁPIDO PARA SÍFILIS",2
"Sul","CS MORRO DAS PEDRAS","251","2016 Q1","TESTE RÁPIDO PARA SÍFILIS",1
"Sul","CS TAPERA","260","2016 Q1","TESTE RÁPIDO PARA SÍFILIS",7
"Sul","CS TAPERA","261","2016 Q1","TESTE RÁPIDO PARA SÍFILIS",3
"Sul","CS TAPERA","262","2016 Q1","TESTE RÁPIDO PARA SÍFILIS",2
"Sul","CS TAPERA","263","2016 Q1","TESTE RÁPIDO PARA SÍFILIS",3
"Sul","CS CARIANOS","270","2016 Q1","TESTE RÁPIDO PARA SÍFILIS",2
"Sul","CS CARIANOS","271","2016 Q1","TESTE RÁPIDO PARA SÍFILIS",3
"Sul","CS CAMPECHE","280","2016 Q1","TESTE RÁPIDO PARA SÍFILIS",5
"Sul","CS CAMPECHE","281","2016 Q1","TESTE RÁPIDO PARA SÍFILIS",2
"Sul","CS COSTEIRA DO PIRAJUBAÉ","301","2016 Q1","TESTE RÁPIDO PARA SÍFILIS",1
"Sul","CS COSTEIRA DO PIRAJUBAÉ","302","2016 Q1","TESTE RÁPIDO PARA SÍFILIS",2
"Centro","CS SACO DOS LIMÕES","311","2016 Q1","TESTE RÁPIDO PARA SÍFILIS",1
"Centro","CS SACO DOS LIMÕES","312","2016 Q1","TESTE RÁPIDO PARA SÍFILIS",1
"Centro","CS SACO DOS LIMÕES","314","2016 Q1","TESTE RÁPIDO PARA SÍFILIS",1
"Centro","CS JOÃO PAULO","321","2016 Q1","TESTE RÁPIDO PARA SÍFILIS",3
"Norte","CS SACO GRANDE","330","2016 Q1","TESTE RÁPIDO PARA SÍFILIS",1
"Norte","CS SACO GRANDE","331","2016 Q1","TESTE RÁPIDO PARA SÍFILIS",1
"Norte","CS SACO GRANDE","333","2016 Q1","TESTE RÁPIDO PARA SÍFILIS",1
"Norte","CS SACO GRANDE","335","2016 Q1","TESTE RÁPIDO PARA SÍFILIS",1
"Norte","CS RATONES","350","2016 Q1","TESTE RÁPIDO PARA SÍFILIS",1
"Norte","CS SANTO ANTONIO LISBOA","360","2016 Q1","TESTE RÁPIDO PARA SÍFILIS",1
"Norte","CS SANTO ANTONIO LISBOA","361","2016 Q1","TESTE RÁPIDO PARA SÍFILIS",1
"Norte","CS PONTA DAS CANAS","370","2016 Q1","TESTE RÁPIDO PARA SÍFILIS",1
"Norte","CS PONTA DAS CANAS","371","2016 Q1","TESTE RÁPIDO PARA SÍFILIS",4
"Norte","CS CANASVIEIRAS","380","2016 Q1","TESTE RÁPIDO PARA SÍFILIS",1
"Norte","CS CANASVIEIRAS","381","2016 Q1","TESTE RÁPIDO PARA SÍFILIS",1
"Norte","CS CANASVIEIRAS","382","2016 Q1","TESTE RÁPIDO PARA SÍFILIS",3
"Continente","CS MONTE CRISTO","40","2016 Q1","TESTE RÁPIDO PARA SÍFILIS",2
"Norte","CS CACHOEIRA BOM JESUS","400","2016 Q1","TESTE RÁPIDO PARA SÍFILIS",2
"Norte","CS CACHOEIRA BOM JESUS","401","2016 Q1","TESTE RÁPIDO PARA SÍFILIS",1
"Continente","CS MONTE CRISTO","41","2016 Q1","TESTE RÁPIDO PARA SÍFILIS",1
"Norte","CS VARGEM GRANDE","410","2016 Q1","TESTE RÁPIDO PARA SÍFILIS",6
"Norte","CS RIO VERMELHO","420","2016 Q1","TESTE RÁPIDO PARA SÍFILIS",1
"Norte","CS RIO VERMELHO","423","2016 Q1","TESTE RÁPIDO PARA SÍFILIS",1
"Continente","CS MONTE CRISTO","43","2016 Q1","TESTE RÁPIDO PARA SÍFILIS",1
"Norte","CS INGLESES","431","2016 Q1","TESTE RÁPIDO PARA SÍFILIS",3
"Norte","CS INGLESES","432","2016 Q1","TESTE RÁPIDO PARA SÍFILIS",1
"Norte","CS INGLESES","433","2016 Q1","TESTE RÁPIDO PARA SÍFILIS",1
"Norte","CS INGLESES","434","2016 Q1","TESTE RÁPIDO PARA SÍFILIS",2
"Norte","CS INGLESES","435","2016 Q1","TESTE RÁPIDO PARA SÍFILIS",6
"Norte","CS INGLESES","436","2016 Q1","TESTE RÁPIDO PARA SÍFILIS",2
"Norte","CS INGLESES","438","2016 Q1","TESTE RÁPIDO PARA SÍFILIS",1
"Norte","CS BARRA DA LAGOA","441","2016 Q1","TESTE RÁPIDO PARA SÍFILIS",1
"Continente","CS MONTE CRISTO","45","2016 Q1","TESTE RÁPIDO PARA SÍFILIS",1
"Sul","CS CANTO DA LAGOA","450","2016 Q1","TESTE RÁPIDO PARA SÍFILIS",2
"Sul","CS LAGOA DA CONCEIÇÃO","470","2016 Q1","TESTE RÁPIDO PARA SÍFILIS",5
"Sul","CS LAGOA DA CONCEIÇÃO","471","2016 Q1","TESTE RÁPIDO PARA SÍFILIS",5
"Sul","CS LAGOA DA CONCEIÇÃO","472","2016 Q1","TESTE RÁPIDO PARA SÍFILIS",3
"Continente","CS CAPOEIRAS","60","2016 Q1","TESTE RÁPIDO PARA SÍFILIS",1
"Continente","CS COQUEIROS","600","2016 Q1","TESTE RÁPIDO PARA SÍFILIS",3
"Continente","CS CAPOEIRAS","61","2016 Q1","TESTE RÁPIDO PARA SÍFILIS",1
"Continente","CS CAPOEIRAS","62","2016 Q1","TESTE RÁPIDO PARA SÍFILIS",1
"Sul","CS FAZENDA DO RIO TAVARES","780","2016 Q1","TESTE RÁPIDO PARA SÍFILIS",5
"Continente","CS ESTREITO","81","2016 Q1","TESTE RÁPIDO PARA SÍFILIS",2
"Centro","CS TRINDADE","852","2016 Q1","TESTE RÁPIDO PARA SÍFILIS",1
"Centro","CS TRINDADE","853","2016 Q1","TESTE RÁPIDO PARA SÍFILIS",1
"Centro","CS TRINDADE","854","2016 Q1","TESTE RÁPIDO PARA SÍFILIS",1
"Centro","CS CENTRO","950","2016 Q1","TESTE RÁPIDO PARA SÍFILIS",1
"Norte","CS SANTINHO","980","2016 Q1","TESTE RÁPIDO PARA SÍFILIS",1
"Norte","CS SANTINHO","981","2016 Q1","TESTE RÁPIDO PARA SÍFILIS",6
"Continente","CS JARDIM ATLÂNTICO","10","2016 Q2","TESTE RÁPIDO PARA SÍFILIS",1
"Continente","CS NOVO CONTINENTE","100","2016 Q2","TESTE RÁPIDO PARA SÍFILIS",1
"Centro","CS MONTE SERRAT","120","2016 Q2","TESTE RÁPIDO PARA SÍFILIS",1
"Centro","CS PANTANAL","161","2016 Q2","TESTE RÁPIDO PARA SÍFILIS",1
"Centro","CS CÓRREGO GRANDE","170","2016 Q2","TESTE RÁPIDO PARA SÍFILIS",1
"Centro","CS ITACORUBI","190","2016 Q2","TESTE RÁPIDO PARA SÍFILIS",3
"Centro","CS ITACORUBI","191","2016 Q2","TESTE RÁPIDO PARA SÍFILIS",10
"Centro","CS ITACORUBI","192","2016 Q2","TESTE RÁPIDO PARA SÍFILIS",1
"Centro","CS ITACORUBI","193","2016 Q2","TESTE RÁPIDO PARA SÍFILIS",3
"Sul","CS CAIEIRA BARRA DO SUL","200","2016 Q2","TESTE RÁPIDO PARA SÍFILIS",3
"Sul","CS ALTO RIBEIRÃO","210","2016 Q2","TESTE RÁPIDO PARA SÍFILIS",1
"Sul","CS RIBEIRÃO DA ILHA","220","2016 Q2","TESTE RÁPIDO PARA SÍFILIS",4
"Sul","CS PANTANO DO SUL","230","2016 Q2","TESTE RÁPIDO PARA SÍFILIS",8
"Sul","CS ARMAÇÃO","240","2016 Q2","TESTE RÁPIDO PARA SÍFILIS",2
"Sul","CS MORRO DAS PEDRAS","250","2016 Q2","TESTE RÁPIDO PARA SÍFILIS",1
"Sul","CS MORRO DAS PEDRAS","251","2016 Q2","TESTE RÁPIDO PARA SÍFILIS",2
"Sul","CS TAPERA","260","2016 Q2","TESTE RÁPIDO PARA SÍFILIS",13
"Sul","CS TAPERA","262","2016 Q2","TESTE RÁPIDO PARA SÍFILIS",3
"Sul","CS TAPERA","263","2016 Q2","TESTE RÁPIDO PARA SÍFILIS",6
"Sul","CS CARIANOS","270","2016 Q2","TESTE RÁPIDO PARA SÍFILIS",7
"Sul","CS CARIANOS","271","2016 Q2","TESTE RÁPIDO PARA SÍFILIS",14
"Sul","CS CAMPECHE","280","2016 Q2","TESTE RÁPIDO PARA SÍFILIS",2
"Sul","CS CAMPECHE","281","2016 Q2","TESTE RÁPIDO PARA SÍFILIS",2
"Sul","CS RIO TAVARES","290","2016 Q2","TESTE RÁPIDO PARA SÍFILIS",3
"Continente","CS SAPE","30","2016 Q2","TESTE RÁPIDO PARA SÍFILIS",6
"Sul","CS COSTEIRA DO PIRAJUBAÉ","301","2016 Q2","TESTE RÁPIDO PARA SÍFILIS",1
"Continente","CS SAPE","31","2016 Q2","TESTE RÁPIDO PARA SÍFILIS",19
"Centro","CS SACO DOS LIMÕES","310","2016 Q2","TESTE RÁPIDO PARA SÍFILIS",1
"Centro","CS SACO DOS LIMÕES","312","2016 Q2","TESTE RÁPIDO PARA SÍFILIS",1
"Norte","CS SACO GRANDE","330","2016 Q2","TESTE RÁPIDO PARA SÍFILIS",1
"Norte","CS SACO GRANDE","333","2016 Q2","TESTE RÁPIDO PARA SÍFILIS",1
"Norte","CS SACO GRANDE","334","2016 Q2","TESTE RÁPIDO PARA SÍFILIS",1
"Norte","CS SACO GRANDE","335","2016 Q2","TESTE RÁPIDO PARA SÍFILIS",1
"Norte","CS RATONES","351","2016 Q2","TESTE RÁPIDO PARA SÍFILIS",2
"Norte","CS SANTO ANTONIO LISBOA","360","2016 Q2","TESTE RÁPIDO PARA SÍFILIS",1
"Norte","CS PONTA DAS CANAS","370","2016 Q2","TESTE RÁPIDO PARA SÍFILIS",4
"Norte","CS PONTA DAS CANAS","371","2016 Q2","TESTE RÁPIDO PARA SÍFILIS",1
"Norte","CS CANASVIEIRAS","384","2016 Q2","TESTE RÁPIDO PARA SÍFILIS",2
"Continente","CS MONTE CRISTO","40","2016 Q2","TESTE RÁPIDO PARA SÍFILIS",7
"Norte","CS CACHOEIRA BOM JESUS","400","2016 Q2","TESTE RÁPIDO PARA SÍFILIS",24
"Norte","CS CACHOEIRA BOM JESUS","401","2016 Q2","TESTE RÁPIDO PARA SÍFILIS",11
"Norte","CS VARGEM GRANDE","410","2016 Q2","TESTE RÁPIDO PARA SÍFILIS",2
"Continente","CS MONTE CRISTO","42","2016 Q2","TESTE RÁPIDO PARA SÍFILIS",1
"Norte","CS RIO VERMELHO","420","2016 Q2","TESTE RÁPIDO PARA SÍFILIS",1
"Norte","CS RIO VERMELHO","424","2016 Q2","TESTE RÁPIDO PARA SÍFILIS",1
"Continente","CS MONTE CRISTO","43","2016 Q2","TESTE RÁPIDO PARA SÍFILIS",1
"Norte","CS INGLESES","431","2016 Q2","TESTE RÁPIDO PARA SÍFILIS",4
"Norte","CS INGLESES","433","2016 Q2","TESTE RÁPIDO PARA SÍFILIS",1
"Norte","CS INGLESES","435","2016 Q2","TESTE RÁPIDO PARA SÍFILIS",9
"Norte","CS INGLESES","436","2016 Q2","TESTE RÁPIDO PARA SÍFILIS",3
"Continente","CS MONTE CRISTO","45","2016 Q2","TESTE RÁPIDO PARA SÍFILIS",1
"Sul","CS CANTO DA LAGOA","450","2016 Q2","TESTE RÁPIDO PARA SÍFILIS",2
"Sul","CS LAGOA DA CONCEIÇÃO","470","2016 Q2","TESTE RÁPIDO PARA SÍFILIS",2
"Sul","CS LAGOA DA CONCEIÇÃO","472","2016 Q2","TESTE RÁPIDO PARA SÍFILIS",1
"Continente","CS ABRAÃO","570","2016 Q2","TESTE RÁPIDO PARA SÍFILIS",1
