"DISTRITO","UNIDADE","TRIMESTRE","PROCEDIMENTO","VALOR"
"Continente","CS ESTREITO","2016 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",5
"Sul","CS FAZENDA DO RIO TAVARES","2016 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",6
"Norte","CS INGLESES","2016 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",26
"Centro","CS ITACORUBI","2016 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",16
"Continente","CS JARDIM ATLÂNTICO","2016 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",1
"Sul","CS LAGOA DA CONCEIÇÃO","2016 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",5
"Continente","CS MONTE CRISTO","2016 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",13
"Centro","CS MONTE SERRAT","2016 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",1
"Sul","CS MORRO DAS PEDRAS","2016 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",4
"Continente","CS NOVO CONTINENTE","2016 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",1
"Centro","CS PANTANAL","2016 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",1
"Sul","CS PANTANO DO SUL","2016 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",7
"Norte","CS PONTA DAS CANAS","2016 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",4
"Norte","CS RATONES","2016 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",2
"Sul","CS RIBEIRÃO DA ILHA","2016 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",5
"Sul","CS RIO TAVARES","2016 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",4
"Norte","CS RIO VERMELHO","2016 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",1
"Centro","CS SACO DOS LIMÕES","2016 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",2
"Norte","CS SACO GRANDE","2016 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",5
"Norte","CS SANTINHO","2016 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",24
"Continente","CS SAPE","2016 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",20
"Sul","CS TAPERA","2016 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",14
"Centro","CS TRINDADE","2016 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",3
"Continente","CS ABRAÃO","2016 Q3","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",2
"Centro","CS AGRONÔMICA","2016 Q3","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",5
"Sul","CS ALTO RIBEIRÃO","2016 Q3","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",1
"Sul","CS ARMAÇÃO","2016 Q3","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",10
"Norte","CS CACHOEIRA BOM JESUS","2016 Q3","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",56
"Sul","CS CAIEIRA BARRA DO SUL","2016 Q3","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",4
"Sul","CS CAMPECHE","2016 Q3","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",5
"Norte","CS CANASVIEIRAS","2016 Q3","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",6
"Continente","CS CAPOEIRAS","2016 Q3","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",4
"Sul","CS CARIANOS","2016 Q3","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",35
"Centro","CS CENTRO","2016 Q3","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",2
"Continente","CS COLONINHA","2016 Q3","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",14
"Continente","CS COQUEIROS","2016 Q3","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",6
"Centro","CS CÓRREGO GRANDE","2016 Q3","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",1
"Sul","CS COSTEIRA DO PIRAJUBAÉ","2016 Q3","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",2
"Continente","CS ESTREITO","2016 Q3","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",8
"Sul","CS FAZENDA DO RIO TAVARES","2016 Q3","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",10
"Norte","CS INGLESES","2016 Q3","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",35
"Centro","CS ITACORUBI","2016 Q3","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",19
"Continente","CS JARDIM ATLÂNTICO","2016 Q3","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",30
"Centro","CS JOÃO PAULO","2016 Q3","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",1
"Sul","CS LAGOA DA CONCEIÇÃO","2016 Q3","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",9
"Continente","CS MONTE CRISTO","2016 Q3","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",16
"Centro","CS MONTE SERRAT","2016 Q3","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",6
"Sul","CS MORRO DAS PEDRAS","2016 Q3","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",4
"Continente","CS NOVO CONTINENTE","2016 Q3","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",9
"Centro","CS PANTANAL","2016 Q3","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",7
"Sul","CS PANTANO DO SUL","2016 Q3","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",9
"Norte","CS PONTA DAS CANAS","2016 Q3","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",7
"Centro","CS PRAINHA","2016 Q3","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",2
"Norte","CS RATONES","2016 Q3","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",1
"Sul","CS RIBEIRÃO DA ILHA","2016 Q3","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",6
"Sul","CS RIO TAVARES","2016 Q3","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",1
"Norte","CS RIO VERMELHO","2016 Q3","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",4
"Norte","CS SACO GRANDE","2016 Q3","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",17
"Norte","CS SANTINHO","2016 Q3","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",54
"Continente","CS SAPE","2016 Q3","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",12
"Sul","CS TAPERA","2016 Q3","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",19
"Norte","CS VARGEM PEQUENA","2016 Q3","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",1
"Centro","CS AGRONÔMICA","2016 Q4","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",6
"Sul","CS ARMAÇÃO","2016 Q4","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",5
"Continente","CS BALNEÁRIO","2016 Q4","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",1
"Norte","CS BARRA DA LAGOA","2016 Q4","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",1
"Norte","CS CACHOEIRA BOM JESUS","2016 Q4","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",47
"Sul","CS CAIEIRA BARRA DO SUL","2016 Q4","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",3
"Sul","CS CAMPECHE","2016 Q4","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",9
"Norte","CS CANASVIEIRAS","2016 Q4","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",16
"Sul","CS CANTO DA LAGOA","2016 Q4","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",3
"Continente","CS CAPOEIRAS","2016 Q4","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",10
"Sul","CS CARIANOS","2016 Q4","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",12
"Centro","CS CENTRO","2016 Q4","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",3
"Continente","CS COLONINHA","2016 Q4","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",6
"Continente","CS COQUEIROS","2016 Q4","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",2
"Centro","CS CÓRREGO GRANDE","2016 Q4","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",1
"Sul","CS COSTEIRA DO PIRAJUBAÉ","2016 Q4","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",9
"Continente","CS ESTREITO","2016 Q4","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",7
"Sul","CS FAZENDA DO RIO TAVARES","2016 Q4","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",19
"Norte","CS INGLESES","2016 Q4","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",27
"Centro","CS ITACORUBI","2016 Q4","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",12
"Continente","CS JARDIM ATLÂNTICO","2016 Q4","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",38
"Centro","CS JOÃO PAULO","2016 Q4","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",4
"Norte","CS JURERE","2016 Q4","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",1
"Sul","CS LAGOA DA CONCEIÇÃO","2016 Q4","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",10
"Continente","CS MONTE CRISTO","2016 Q4","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",16
"Centro","CS MONTE SERRAT","2016 Q4","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",14
"Sul","CS MORRO DAS PEDRAS","2016 Q4","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",4
"Continente","CS NOVO CONTINENTE","2016 Q4","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",11
"Centro","CS PANTANAL","2016 Q4","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",2
"Sul","CS PANTANO DO SUL","2016 Q4","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",6
"Norte","CS PONTA DAS CANAS","2016 Q4","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",11
"Centro","CS PRAINHA","2016 Q4","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",2
"Norte","CS RATONES","2016 Q4","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",21
"Sul","CS RIBEIRÃO DA ILHA","2016 Q4","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",4
"Sul","CS RIO TAVARES","2016 Q4","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",4
"Norte","CS RIO VERMELHO","2016 Q4","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",5
"Centro","CS SACO DOS LIMÕES","2016 Q4","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",3
"Norte","CS SACO GRANDE","2016 Q4","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",7
"Norte","CS SANTINHO","2016 Q4","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",25
"Norte","CS SANTO ANTONIO LISBOA","2016 Q4","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",1
"Continente","CS SAPE","2016 Q4","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",3
"Sul","CS TAPERA","2016 Q4","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",15
"Centro","CS TRINDADE","2016 Q4","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",3
"Norte","CS VARGEM GRANDE","2016 Q4","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",2
"Norte","CS VARGEM PEQUENA","2016 Q4","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",1
"Centro","CS AGRONÔMICA","2017 Q1","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",6
"Sul","CS ALTO RIBEIRÃO","2017 Q1","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",1
"Sul","CS ARMAÇÃO","2017 Q1","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",8
"Norte","CS CACHOEIRA BOM JESUS","2017 Q1","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",18
"Sul","CS CAMPECHE","2017 Q1","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",2
"Norte","CS CANASVIEIRAS","2017 Q1","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",6
"Sul","CS CANTO DA LAGOA","2017 Q1","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",1
"Continente","CS CAPOEIRAS","2017 Q1","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",6
"Sul","CS CARIANOS","2017 Q1","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",3
"Centro","CS CENTRO","2017 Q1","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",3
"Continente","CS COLONINHA","2017 Q1","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",5
"Continente","CS COQUEIROS","2017 Q1","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",1
"Centro","CS CÓRREGO GRANDE","2017 Q1","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",1
"Sul","CS COSTEIRA DO PIRAJUBAÉ","2017 Q1","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",6
"Continente","CS ESTREITO","2017 Q1","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",3
"Sul","CS FAZENDA DO RIO TAVARES","2017 Q1","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",2
"Norte","CS INGLESES","2017 Q1","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",21
"Centro","CS ITACORUBI","2017 Q1","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",25
"Continente","CS JARDIM ATLÂNTICO","2017 Q1","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",24
"Centro","CS JOÃO PAULO","2017 Q1","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",1
"Sul","CS LAGOA DA CONCEIÇÃO","2017 Q1","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",6
"Continente","CS MONTE CRISTO","2017 Q1","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",7
"Centro","CS MONTE SERRAT","2017 Q1","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",7
"Sul","CS MORRO DAS PEDRAS","2017 Q1","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",8
"Continente","CS NOVO CONTINENTE","2017 Q1","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",5
"Sul","CS PANTANO DO SUL","2017 Q1","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",4
"Norte","CS PONTA DAS CANAS","2017 Q1","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",2
"Norte","CS RATONES","2017 Q1","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",12
"Norte","CS RIO VERMELHO","2017 Q1","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",2
"Centro","CS SACO DOS LIMÕES","2017 Q1","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",2
"Norte","CS SACO GRANDE","2017 Q1","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",14
"Norte","CS SANTINHO","2017 Q1","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",19
"Norte","CS SANTO ANTONIO LISBOA","2017 Q1","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",5
"Continente","CS SAPE","2017 Q1","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",5
"Sul","CS TAPERA","2017 Q1","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",34
"Centro","CS TRINDADE","2017 Q1","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",6
"Norte","CS VARGEM GRANDE","2017 Q1","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",1
"Continente","CS ABRAÃO","2017 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",3
"Centro","CS AGRONÔMICA","2017 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",9
"Sul","CS ALTO RIBEIRÃO","2017 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",1
"Sul","CS ARMAÇÃO","2017 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",7
"Continente","CS BALNEÁRIO","2017 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",4
"Norte","CS CACHOEIRA BOM JESUS","2017 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",35
"Sul","CS CAIEIRA BARRA DO SUL","2017 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",1
"Sul","CS CAMPECHE","2017 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",5
"Norte","CS CANASVIEIRAS","2017 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",9
"Sul","CS CANTO DA LAGOA","2017 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",2
"Continente","CS CAPOEIRAS","2017 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",9
"Sul","CS CARIANOS","2017 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",3
"Centro","CS CENTRO","2017 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",5
"Continente","CS COLONINHA","2017 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",9
"Continente","CS COQUEIROS","2017 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",9
"Sul","CS COSTEIRA DO PIRAJUBAÉ","2017 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",8
"Continente","CS ESTREITO","2017 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",7
"Sul","CS FAZENDA DO RIO TAVARES","2017 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",14
"Norte","CS INGLESES","2017 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",22
"Centro","CS ITACORUBI","2017 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",36
"Continente","CS JARDIM ATLÂNTICO","2017 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",33
"Sul","CS LAGOA DA CONCEIÇÃO","2017 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",10
"Continente","CS MONTE CRISTO","2017 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",16
"Centro","CS MONTE SERRAT","2017 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",3
"Sul","CS MORRO DAS PEDRAS","2017 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",3
"Continente","CS NOVO CONTINENTE","2017 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",1
"Centro","CS PANTANAL","2017 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",2
"Sul","CS PANTANO DO SUL","2017 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",14
"Norte","CS PONTA DAS CANAS","2017 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",7
"Centro","CS PRAINHA","2017 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",3
"Norte","CS RATONES","2017 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",15
"Sul","CS RIBEIRÃO DA ILHA","2017 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",7
"Sul","CS RIO TAVARES","2017 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",1
"Norte","CS RIO VERMELHO","2017 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",5
"Centro","CS SACO DOS LIMÕES","2017 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",5
"Norte","CS SACO GRANDE","2017 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",2
"Norte","CS SANTINHO","2017 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",41
"Norte","CS SANTO ANTONIO LISBOA","2017 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",2
"Continente","CS SAPE","2017 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",1
"Sul","CS TAPERA","2017 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",20
"Centro","CS TRINDADE","2017 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",4
"Norte","CS VARGEM PEQUENA","2017 Q2","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",2
"Continente","CS ABRAÃO","2017 Q3","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",1
"Centro","CS AGRONÔMICA","2017 Q3","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",19
"Sul","CS ARMAÇÃO","2017 Q3","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",17
"Continente","CS BALNEÁRIO","2017 Q3","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",2
"Norte","CS BARRA DA LAGOA","2017 Q3","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",1
"Norte","CS CACHOEIRA BOM JESUS","2017 Q3","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",44
"Sul","CS CAIEIRA BARRA DO SUL","2017 Q3","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",6
"Sul","CS CAMPECHE","2017 Q3","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",3
"Norte","CS CANASVIEIRAS","2017 Q3","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",9
"Sul","CS CANTO DA LAGOA","2017 Q3","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",1
"Continente","CS CAPOEIRAS","2017 Q3","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",5
"Sul","CS CARIANOS","2017 Q3","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",19
"Centro","CS CENTRO","2017 Q3","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",1
"Continente","CS COLONINHA","2017 Q3","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",19
"Continente","CS COQUEIROS","2017 Q3","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",3
"Centro","CS CÓRREGO GRANDE","2017 Q3","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",4
"Sul","CS COSTEIRA DO PIRAJUBAÉ","2017 Q3","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",6
"Continente","CS ESTREITO","2017 Q3","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",5
"Sul","CS FAZENDA DO RIO TAVARES","2017 Q3","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",12
"Norte","CS INGLESES","2017 Q3","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",22
"Centro","CS ITACORUBI","2017 Q3","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",61
"Continente","CS JARDIM ATLÂNTICO","2017 Q3","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",26
"Norte","CS JURERE","2017 Q3","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",1
"Sul","CS LAGOA DA CONCEIÇÃO","2017 Q3","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",9
"Continente","CS MONTE CRISTO","2017 Q3","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",27
"Centro","CS MONTE SERRAT","2017 Q3","TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV",8
